Type,ID,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,key_resp_12.keys,key_resp_12.rt,Atests1.keys,Atests1.rt,Atests2.keys,Atests2.rt,Atests3.keys,Atests3.rt,Atests4.keys,Atests4.rt,Atests5.keys,Atests5.rt,Atests6.keys,Atests6.rt,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,expName,participant,version,Gender,frameRate
2,3,0,0,0,1,space,0.484086465,space,0.41708383,space,0.534108214,space,0.417097646,space,1.166789954,space,0.650506952,space,0.517061015,f,1,1.567391049,SPR,20,A,F,60.00506876
1,43,0,1,1,5,space,0.550497004,space,0.417159224,space,0.483810943,space,0.583934967,space,0.800518912,space,0.517068515,space,1.26682398,f,1,0.650443795,SPR,20,A,F,60.00506876
3,9,0,2,2,10,space,0.533994137,space,0.550798578,space,0.50038052,space,0.500461834,space,0.517166013,space,0.433814851,space,0.617158592,f,1,1.350505136,SPR,20,A,F,60.00506876
3,10,0,3,3,11,space,0.433810904,space,0.567143553,space,0.450492189,space,0.583772339,space,0.600538491,space,0.383832969,space,0.567101712,j,1,0.800494044,SPR,20,A,F,60.00506876
3,3,0,4,4,7,space,0.433441437,space,0.367031687,space,0.467120185,space,0.5671475,space,0.466973345,space,0.367109448,space,0.700411072,f,1,0.967001371,SPR,20,A,F,60.00506876
1,42,0,5,5,4,space,0.300519701,space,0.467176237,space,0.383769812,space,0.467085054,space,0.517226012,space,0.667195736,space,0.583823654,j,1,0.717151566,SPR,20,A,F,60.00506876
2,16,0,6,6,2,space,0.350531583,space,0.400430177,space,0.45053403,space,0.617218986,space,1.300576937,space,0.433773405,space,0.550447268,j,1,2.017134829,SPR,20,A,F,60.00506876
3,8,0,7,7,9,space,0.367176947,space,0.400660699,space,0.517171934,space,0.650572082,space,0.050487531,space,0.567061054,space,0.483855943,j,1,0.783931968,SPR,20,A,F,60.00506876
2,2,0,8,8,0,space,0.417131987,space,0.350426979,space,0.433876824,space,0.500502096,space,0.850356717,space,0.767178052,space,1.183791365,j,1,1.000429466,SPR,20,A,F,60.00506876
1,37,0,9,9,3,space,0.567084344,space,0.717252617,space,0.567151053,space,0.567058686,space,0.650449716,space,0.550611081,space,1.000598016,f,1,1.917136724,SPR,20,A,F,60.00506876
3,4,0,10,10,8,space,0.533744273,space,0.533788878,space,0.867133527,space,0.550282666,space,0.700666067,space,0.5002771,space,0.450729421,j,1,1.217181565,SPR,20,A,F,60.00506876
3,1,0,11,11,6,space,0.366769586,space,0.367301682,space,0.450271535,space,0.550394769,space,0.433799062,space,0.400543859,space,0.483791207,f,1,0.850502767,SPR,20,A,F,60.00506876
3,39,0,0,0,6,space,0.4173333,space,0.433543277,space,0.400646094,space,0.367146553,space,0.433844061,space,0.417093304,space,0.733696274,f,1,0.783777233,SPR,20,A,F,60.00506876
3,40,0,1,1,7,space,0.350573819,space,0.383994019,space,0.467114264,space,0.550594503,space,0.416991464,space,0.4337513,space,0.584058913,j,1,1.150468663,SPR,20,A,F,60.00506876
3,60,0,2,2,11,space,0.500551438,space,0.43379472,space,0.383769812,space,0.367108659,space,0.450228904,space,0.417013963,space,0.550442532,j,1,0.750466768,SPR,20,A,F,60.00506876
2,32,0,3,3,2,space,0.300544569,space,0.367102738,space,0.433997611,space,0.450155484,space,1.65054603,space,0.4337438,space,0.667211131,j,1,1.617353194,SPR,20,A,F,60.00506876
3,55,0,4,4,10,space,0.367193131,space,0.367342339,space,0.433962875,space,0.483822785,space,0.450477978,space,0.433840509,space,0.50050407,f,1,0.650492741,SPR,20,A,F,60.00506876
1,57,0,5,5,3,space,0.316853624,space,0.350565135,space,0.450407716,space,0.367146158,space,0.483802259,space,0.967109922,space,0.483704761,f,1,1.483977914,SPR,20,A,F,60.00506876
1,63,0,6,6,5,space,0.300531938,space,0.417100014,space,0.450386796,space,0.483995282,space,0.53388756,space,1.300249311,space,0.867099185,f,1,1.684001361,SPR,20,A,F,60.00506876
2,30,0,7,7,1,space,0.617255696,space,0.533726511,space,0.53384414,space,0.616917412,space,0.667147579,space,0.367156816,space,0.583780628,j,1,0.88384718,SPR,20,A,F,60.00506876
3,16,0,8,8,8,space,0.333841614,space,0.31694757,space,0.434453129,space,0.500444466,space,0.466314936,space,0.383867311,space,0.533734405,j,1,0.667140079,SPR,20,A,F,60.00506876
3,20,0,9,9,9,space,0.350496452,space,0.350477505,space,0.417231459,space,0.38369363,space,0.433771431,space,0.433866955,space,0.500439334,j,1,0.750460058,SPR,20,A,F,60.00506876
2,26,0,10,10,0,space,0.367382996,space,0.433724853,space,0.433824325,space,0.466676903,space,0.93350262,space,0.583754971,space,1.133820141,j,1,1.083826417,SPR,20,A,F,60.00506876
1,62,0,11,11,4,space,0.333895692,space,0.333616223,space,0.400415177,space,0.46717071,space,0.533904534,space,0.800529964,space,0.533722958,f,0,2.167361128,SPR,20,A,F,60.00506876
2,17,0,0,0,0,space,0.66757073,space,0.333780825,space,0.783910257,space,1.033861508,space,0.967153342,space,0.450554161,space,0.967101238,f,1,2.417175408,SPR,20,A,F,60.00506876
3,63,0,1,1,10,space,0.450142853,space,0.400454255,space,0.5838801,space,0.617230038,space,0.517242985,space,0.533927823,space,0.550455952,f,1,0.517299432,SPR,20,A,F,60.00506876
2,33,0,2,2,4,space,0.40046886,space,0.50050486,space,0.50044565,space,0.650407085,space,0.583734445,space,0.517256801,space,0.667105343,f,1,0.850524478,SPR,20,A,F,60.00506876
1,48,0,3,3,3,space,0.933908797,space,0.450502846,space,0.550597661,space,0.717209591,space,0.950436532,space,0.567282893,space,0.867420101,j,1,1.800404835,SPR,20,A,F,60.00506876
1,54,0,4,4,5,space,0.450503241,space,0.683637025,space,0.550392796,space,0.517080357,space,1.184026229,space,0.450559293,space,0.80046365,j,1,2.83381872,SPR,20,A,F,60.00506876
1,34,0,5,5,1,space,0.383841653,space,0.400497675,space,0.567475916,space,1.250489268,space,0.533759668,space,0.483775023,space,0.550406611,j,1,1.067269077,SPR,20,A,F,60.00506876
3,33,0,6,6,8,space,0.383939546,space,0.450377322,space,0.567108422,space,0.433039602,space,0.500675778,space,0.367150895,space,0.450474821,f,1,0.683766891,SPR,20,A,F,60.00506876
3,15,0,7,7,7,space,0.450558898,space,0.417169092,space,0.383746129,space,0.450458242,space,0.450466137,space,0.433907218,space,0.55049582,f,1,0.533854403,SPR,20,A,F,60.00506876
3,35,0,8,8,9,space,0.418227363,space,0.450405743,space,0.517071278,space,0.81685915,space,0.367022213,space,0.500430256,space,0.383494686,f,1,0.5504599,SPR,20,A,F,60.00506876
2,25,0,9,9,2,space,0.383784418,space,0.350523293,space,0.450409295,space,0.600047052,space,0.767203315,space,0.433803799,space,0.617082804,f,1,0.767093975,SPR,20,A,F,60.00506876
3,65,0,10,10,11,space,0.433913534,space,0.633759352,space,0.40053478,space,0.350402111,space,0.467123738,space,0.483791602,space,0.633721063,f,1,0.53382914,SPR,20,A,F,60.00506876
3,14,0,11,11,6,space,0.366783007,space,0.383787181,space,0.500283021,space,0.383783628,space,0.417225538,space,0.417142645,space,0.650143011,j,1,0.633771589,SPR,20,A,F,60.00506876
3,29,0,0,0,10,space,0.817454008,space,0.58375655,space,0.533836246,space,0.783770918,space,0.417120935,space,0.483807391,space,0.517205091,f,1,0.634086188,SPR,20,A,F,60.00506876
3,43,0,1,1,6,space,0.433943928,space,0.500007105,space,0.383890205,space,0.400704514,space,0.383870074,space,0.433442621,space,0.450758237,f,1,0.550422006,SPR,20,A,F,60.00506876
3,24,0,2,2,8,space,0.333577145,space,0.400498465,space,0.400569516,space,0.383754813,space,0.384092702,space,0.433977085,space,0.567168026,j,1,1.283868021,SPR,20,A,F,60.00506876
1,53,0,3,3,5,space,0.333909113,space,0.350498031,space,0.383900073,space,0.567138422,space,0.533776247,space,0.867231025,space,0.900824512,f,1,1.950434953,SPR,20,A,F,60.00506876
1,52,0,4,4,4,space,0.367219183,space,0.717202091,space,0.533780589,space,0.583889179,space,0.567055133,space,1.167224552,space,0.467068081,j,1,1.067131711,SPR,20,A,F,60.00506876
3,30,0,5,5,11,space,0.900820959,space,0.333829772,space,0.450122722,space,0.350171984,space,0.450386796,space,0.467119396,space,0.550463452,j,1,0.566698298,SPR,20,A,F,60.00506876
3,28,0,6,6,9,space,0.383842443,space,0.450455479,space,0.500702224,space,0.417113435,space,0.434009058,space,0.467167947,space,0.533921902,j,1,0.900115182,SPR,20,A,F,60.00506876
2,19,0,7,7,1,space,0.600594542,space,0.450082064,space,0.600367178,space,0.683734524,space,1.017128119,space,0.533878087,space,0.583544185,f,1,2.534905174,SPR,20,A,F,60.00506876
3,48,0,8,8,7,space,0.533942823,space,0.467225183,space,0.400463334,space,0.433873666,space,0.584088517,space,0.383434292,space,0.467164395,j,1,0.667165737,SPR,20,A,F,60.00506876
2,23,0,9,9,2,space,0.300212602,space,0.350473952,space,0.433539724,space,0.550572003,space,0.817148487,space,0.583839048,space,0.60060441,f,1,1.300415098,SPR,20,A,F,60.00506876
2,18,0,10,10,0,space,0.317156776,space,0.367218789,space,0.43337078,space,1.033895455,space,0.667089554,space,0.550544767,space,0.867242867,j,1,1.133763694,SPR,20,A,F,60.00506876
1,51,0,11,11,3,space,0.433772615,space,0.450421532,space,0.433742221,space,1.251555038,space,0.500676567,space,0.700566595,space,1.200333705,f,1,1.200511333,SPR,20,A,F,60.00506876
