Type,ID,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,key_resp_12.keys,key_resp_12.rt,Atests1.keys,Atests1.rt,Atests2.keys,Atests2.rt,Atests3.keys,Atests3.rt,Atests4.keys,Atests4.rt,Atests5.keys,Atests5.rt,Atests6.keys,Atests6.rt,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,expName,participant,version,Gender,frameRate
3,10,0,0,0,11,space,0.733674959,space,0.784009335,space,0.867124053,space,0.867153263,space,0.91690107,space,0.850460137,space,0.867152079,j,1,1.300417861,SPR,5,B,F,60.02013798
3,8,0,1,1,9,space,0.783773681,space,1.000618147,space,0.867129974,space,0.867164316,space,0.733806404,space,0.833431489,space,1.350494478,j,1,1.217135777,SPR,5,B,F,60.02013798
3,3,0,2,2,7,space,0.750587555,space,0.767100291,space,0.71714604,space,1.350533556,space,1.11721346,space,0.783783944,space,0.7504569,f,1,1.767378575,SPR,5,B,F,60.02013798
2,37,0,3,3,3,space,0.78384868,space,0.833860956,space,1.150568529,space,0.917212512,space,3.083802733,space,0.700532649,space,1.117168066,j,0,2.150515636,SPR,5,B,F,60.02013798
3,4,0,4,4,8,space,0.567260788,space,0.63380593,space,0.700572911,space,0.93388985,space,0.817109409,space,0.667161395,space,0.633298702,j,1,1.433768668,SPR,5,B,F,60.02013798
3,9,0,5,5,10,space,0.500104603,space,0.583643262,space,0.68371005,space,0.767042265,space,0.717222617,space,0.633815404,space,0.683797286,f,1,2.283804865,SPR,5,B,F,60.02013798
1,16,0,6,6,2,space,0.63387185,space,0.567050791,space,0.667229683,space,0.834077662,space,0.733852982,space,0.683824917,space,0.850590792,f,0,4.517449824,SPR,5,B,F,60.02013798
1,2,0,7,7,0,space,1.050697527,space,0.483649499,space,0.533826772,space,0.683887284,space,0.700468702,space,0.600759934,space,1.866822085,j,1,3.417358562,SPR,5,B,F,60.02013798
1,3,0,8,8,1,space,0.450518241,space,0.516524182,space,0.617080041,space,0.783822233,space,1.183689524,space,1.16725534,space,3.083837864,f,1,3.767181605,SPR,5,B,F,60.02013798
2,42,0,9,9,4,space,0.433547619,space,0.650371954,space,1.03384414,space,0.833733853,space,0.717261696,space,0.850386322,space,1.317391641,j,1,4.417258696,SPR,5,B,F,60.02013798
3,1,0,10,10,6,space,0.767126343,space,0.467210973,space,0.700561069,space,0.71702091,space,0.700505412,space,0.583843785,space,0.483776207,f,1,1.38380218,SPR,5,B,F,60.02013798
2,43,0,11,11,5,space,0.48384489,space,0.650401953,space,0.667086791,space,0.717290906,space,0.767688833,space,0.600595332,space,1.483872521,f,1,1.867272472,SPR,5,B,F,60.02013798
1,19,0,0,0,1,space,0.650767473,space,0.883840864,space,0.867214052,space,0.800526412,space,0.96722242,space,0.883896915,space,2.217088015,f,1,2.283782365,SPR,5,B,F,60.02013798
3,24,0,1,1,8,space,0.533862692,space,0.600470202,space,0.750440321,space,0.833418858,space,0.883809285,space,0.783454739,space,0.850556056,j,1,2.033810193,SPR,5,B,F,60.02013798
2,52,0,2,2,4,space,0.584101543,space,0.617093462,space,0.850749474,space,0.700456071,space,0.833827798,space,1.983848837,space,0.833731484,j,1,1.250379138,SPR,5,B,F,60.02013798
3,28,0,3,3,9,space,0.467350313,space,0.633391069,space,0.683934652,space,0.86674906,space,0.817505718,space,0.750506241,space,2.850539083,j,1,1.333828982,SPR,5,B,F,60.02013798
2,53,0,4,4,5,space,0.58400365,space,0.750368086,space,0.650550372,space,0.733561277,space,0.817128356,space,0.833857798,space,3.500627226,f,1,3.917670794,SPR,5,B,F,60.02013798
3,30,0,5,5,11,space,0.433777352,space,0.750419795,space,0.817175723,space,0.683877811,space,0.833718853,space,0.650534977,space,1.683911363,j,1,1.917206986,SPR,5,B,F,60.02013798
1,18,0,6,6,0,space,0.583852469,space,0.633526067,space,0.683880574,space,0.750117432,space,1.133822114,space,0.700530675,None,,j,1,3.067196052,SPR,5,B,F,60.02013798
3,43,0,7,7,6,space,0.550388454,space,1.250580056,space,0.733783115,space,0.68377597,space,0.783420398,space,0.717401825,space,0.800408782,f,1,1.333702669,SPR,5,B,F,60.02013798
3,48,0,8,8,7,space,0.633804746,space,0.683791759,space,0.767122001,space,0.800511017,space,0.617244249,space,0.967101238,space,1.017370088,j,1,1.08374905,SPR,5,B,F,60.02013798
1,23,0,9,9,2,space,0.417116198,space,0.817359273,space,0.750158089,space,0.63379922,space,0.717018147,space,0.733445226,space,0.900588463,f,1,3.267334365,SPR,5,B,F,60.02013798
2,51,0,10,10,3,space,0.467256367,space,0.600177707,space,0.600437045,space,2.450412453,space,0.800374046,space,0.883964809,space,0.717094725,f,1,1.166908768,SPR,5,B,F,60.02013798
3,29,0,11,11,10,space,0.583978782,space,0.733741668,space,0.867211683,space,0.950230088,space,0.650546819,space,0.767099106,space,0.700510149,f,1,1.183857285,SPR,5,B,F,60.02013798
3,33,0,0,0,8,space,0.634107504,space,1.033799536,space,0.700557911,space,0.667159421,space,0.517214565,space,0.583728129,space,0.884018098,f,1,1.134071978,SPR,5,B,F,60.02013798
1,25,0,1,1,2,space,0.567191315,space,0.583858785,space,0.550527793,space,0.633737247,space,0.667288893,space,0.550504899,space,2.850475531,f,1,1.167114817,SPR,5,B,F,60.02013798
3,65,0,2,2,11,space,0.583786549,space,0.56677527,space,0.583829969,space,0.683768865,space,0.650482873,space,0.516774441,space,0.533496383,f,1,0.950515872,SPR,5,B,F,60.02013798
3,63,0,3,3,10,space,0.533890718,space,0.600500596,space,0.517131672,space,0.700546859,space,0.600459939,space,0.483774233,space,0.450413637,f,1,2.467452548,SPR,5,B,F,60.02013798
3,14,0,4,4,6,space,0.833804904,space,0.650511294,space,0.600496649,space,0.533858745,space,0.48383818,space,0.583956283,space,0.716731179,j,1,1.334055952,SPR,5,B,F,60.02013798
1,17,0,5,5,0,space,0.567320787,space,0.583826811,space,0.617383194,space,0.650447742,space,0.734196792,space,1.267211604,space,0.617421482,f,1,1.150624581,SPR,5,B,F,60.02013798
3,35,0,6,6,9,space,0.350509478,space,0.567271445,space,0.567254472,space,0.600534938,space,0.633745537,space,0.666865347,space,0.633803562,f,1,0.933503015,SPR,5,B,F,60.02013798
2,34,0,7,7,1,space,0.517103646,space,0.550698317,space,0.550443321,space,0.717195381,space,0.683810312,space,2.150781289,space,1.133992243,j,1,0.967091764,SPR,5,B,F,60.02013798
2,54,0,8,8,5,space,0.567199999,space,0.700475018,space,0.583690235,space,0.600515991,space,0.650496689,space,1.13384343,space,1.067128159,j,1,1.333988848,SPR,5,B,F,60.02013798
1,33,0,9,9,4,space,0.46721571,space,0.717214723,space,0.600453229,space,0.783607894,space,0.867111817,space,1.233824562,space,1.017190486,f,1,1.283726708,SPR,5,B,F,60.02013798
3,15,0,10,10,7,space,0.367251946,space,0.467373996,space,0.500410124,space,0.467114264,space,0.43383893,space,0.500620515,space,0.633863166,f,1,1.750737158,SPR,5,B,F,60.02013798
2,48,0,11,11,3,space,0.500508017,space,0.533867824,space,0.633522909,space,0.633833956,space,0.71717446,space,0.700654225,space,0.683900705,j,1,1.267187526,SPR,5,B,F,60.02013798
1,30,0,0,0,1,space,0.58265249,space,0.817463087,space,0.717195381,space,0.683693077,space,1.95065087,space,0.882564702,space,1.934126293,j,1,2.650552346,SPR,5,B,F,60.02013798
3,40,0,1,1,7,space,0.60053928,space,0.650482084,space,0.533422963,space,0.633937375,space,0.517220091,space,0.517133645,space,0.567083949,j,1,1.250619923,SPR,5,B,F,60.02013798
3,55,0,2,2,10,space,0.4176179,space,0.583820496,space,0.600552701,space,0.667145606,space,0.716774994,space,0.60046665,space,0.883748497,f,1,1.233697853,SPR,5,B,F,60.02013798
3,20,0,3,3,9,space,0.517246143,space,0.817145724,space,0.717118803,space,0.600439019,space,0.600664804,space,0.800595884,space,0.700470676,j,1,1.500481965,SPR,5,B,F,60.02013798
3,16,0,4,4,8,space,0.467161237,space,0.533979532,space,0.533804272,space,1.200446597,space,0.683871495,space,0.53376401,space,0.567342102,j,1,1.133541856,SPR,5,B,F,60.02013798
3,39,0,5,5,6,space,0.400527675,space,0.717104593,space,0.700529096,space,0.583850495,space,0.600470202,space,0.650500636,space,0.633764484,f,1,1.183752286,SPR,5,B,F,60.02013798
2,57,0,6,6,3,space,0.40053478,space,0.517101277,space,0.549998855,space,0.650360507,space,0.750445453,space,0.667221788,space,1.550497004,f,1,3.033717432,SPR,5,B,F,60.02013798
2,63,0,7,7,5,space,0.417358562,space,0.566933162,space,0.650813262,space,0.650493136,space,1.316782573,space,0.950530872,space,2.699853318,f,1,6.21719696,SPR,5,B,F,60.02013798
1,26,0,8,8,0,space,0.700573306,space,0.533752563,space,0.567059081,space,0.567161316,space,1.117208328,space,0.800445097,space,1.717147619,j,1,2.933538935,SPR,5,B,F,60.02013798
2,62,0,9,9,4,space,0.517194434,space,1.033784141,space,0.567244209,space,1.900073341,space,0.683918073,space,0.80052957,space,1.933957743,j,1,4.601064271,SPR,5,B,F,60.02013798
