Type,ID,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,key_resp_12.keys,key_resp_12.rt,Atests1.keys,Atests1.rt,Atests2.keys,Atests2.rt,Atests3.keys,Atests3.rt,Atests4.keys,Atests4.rt,Atests5.keys,Atests5.rt,Atests6.keys,Atests6.rt,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,expName,participant,version,Gender,frameRate
2,52,0,0,0,4,space,1.484277909,space,0.567108027,space,0.433767878,space,0.367147737,space,0.850577766,space,0.383848364,space,0.450561661,j,1,2.333763063,SPR,25,B,F,59.99938422
3,24,0,1,1,8,space,0.483768312,space,0.66710929,space,0.583784181,space,0.633865929,space,0.467137553,space,0.333675827,space,0.3671805,j,1,2.083896284,SPR,25,B,F,59.99938422
1,19,0,2,2,1,space,0.367174579,space,0.450491794,space,0.350477505,space,0.500646173,space,0.417201065,space,0.46718571,space,0.433861824,f,1,2.200506202,SPR,25,B,F,59.99938422
3,48,0,3,3,7,space,0.300719435,space,0.333829377,space,0.300538254,space,0.250655054,space,0.283882626,space,0.267113711,space,0.250520057,j,1,0.750259535,SPR,25,B,F,59.99938422
3,28,0,4,4,9,space,0.300168787,space,0.38381797,space,0.417107119,space,0.31729059,space,0.250771894,space,0.267187921,space,0.250462031,j,1,0.850871445,SPR,25,B,F,59.99938422
3,43,0,5,5,6,space,0.315596409,space,0.366854848,space,0.284175516,space,0.183278216,space,0.200317915,space,0.233468515,space,0.217446824,f,1,1.135031961,SPR,25,B,F,59.99938422
2,51,0,6,6,3,space,0.417289485,space,0.167362707,space,0.233830482,space,0.200443045,space,0.617350826,space,0.28389881,space,3.367235367,j,0,2.000275127,SPR,25,B,F,59.99938422
3,29,0,7,7,10,space,0.30051457,space,0.417169487,space,0.83390556,space,0.233769299,space,0.250329797,space,0.266957793,space,0.267084107,f,1,0.917157645,SPR,25,B,F,59.99938422
3,30,0,8,8,11,space,0.267224631,space,0.300479439,space,0.30061641,space,0.266768717,space,0.2501498,space,0.283830917,space,0.233838377,j,1,1.084025361,SPR,25,B,F,59.99938422
2,53,0,9,9,5,space,0.350480663,space,0.350424611,space,0.233983638,space,0.317398351,space,0.850498031,space,0.383849548,space,0.283714077,f,1,1.100713356,SPR,25,B,F,59.99938422
1,18,0,10,10,0,space,0.333822272,space,0.300501149,space,0.300594305,space,0.683752286,space,0.717169724,space,0.417232644,space,0.317164276,j,1,0.950038644,SPR,25,B,F,59.99938422
1,23,0,11,11,2,space,0.300572595,space,0.283809207,space,0.283652499,space,0.800465623,None,,space,0.700364494,space,0.350455795,j,0,4.733866798,SPR,25,B,F,59.99938422
2,34,0,0,0,1,space,0.300778249,space,0.517153382,space,0.417197118,space,0.450359559,space,0.467178605,space,0.383840864,space,0.400406888,j,1,1.66721271,SPR,25,B,F,59.99938422
1,25,0,1,1,2,space,0.333903586,space,0.383932836,space,0.467182158,space,0.550465426,space,0.417211328,space,0.367227078,space,0.350533162,f,1,1.06680448,SPR,25,B,F,59.99938422
3,15,0,2,2,7,space,0.33388306,space,0.333841219,space,0.350470794,space,0.267234499,space,0.267170553,space,0.233824167,space,0.250440321,f,1,0.833903981,SPR,25,B,F,59.99938422
3,33,0,3,3,8,space,0.367203394,space,0.217159461,space,0.234019163,space,0.23384193,space,0.233801272,space,0.250507425,space,0.200611989,f,1,0.950748368,SPR,25,B,F,59.99938422
3,35,0,4,4,9,space,0.233502857,space,0.200392914,space,0.300423782,space,0.21705012,space,0.183812285,space,0.233860482,space,0.183745576,f,1,0.767424364,SPR,25,B,F,59.99938422
1,33,0,5,5,4,space,0.217163803,space,0.217200118,space,0.333477673,space,1.134042768,space,0.383776523,space,0.433814062,space,0.467225973,f,1,1.200541333,SPR,25,B,F,59.99938422
3,63,0,6,6,10,space,0.25055874,space,0.316836256,space,0.350076064,space,0.317229407,space,0.25052953,space,0.200480544,space,0.250482163,f,1,0.683808733,SPR,25,B,F,59.99938422
1,17,0,7,7,0,space,0.217220644,space,0.216791178,space,0.467217289,space,0.750394533,space,0.317076252,space,0.29994379,space,0.300123787,f,1,1.184166753,SPR,25,B,F,59.99938422
2,48,0,8,8,3,space,0.267226999,space,0.38364192,space,0.383826654,space,0.367152079,space,0.450466137,space,0.333800167,space,0.600446518,j,1,0.967229525,SPR,25,B,F,59.99938422
2,54,0,9,9,5,space,0.333843193,space,0.400446361,space,0.350402901,space,0.617084383,space,0.350625923,space,0.417163171,space,0.367148132,j,1,2.250638081,SPR,25,B,F,59.99938422
3,14,0,10,10,6,space,0.350500399,space,0.633829219,space,0.317184013,space,0.317191513,space,0.283823417,space,0.317124409,space,0.383854679,j,1,0.700537385,SPR,25,B,F,59.99938422
