Type,ID,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,key_resp_12.keys,key_resp_12.rt,Atests1.keys,Atests1.rt,Atests2.keys,Atests2.rt,Atests3.keys,Atests3.rt,Atests4.keys,Atests4.rt,Atests5.keys,Atests5.rt,Atests6.keys,Atests6.rt,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,expName,participant,version,Gender,frameRate
1,63,0,0,0,5,space,0.500389598,space,0.60046586,space,1.300564306,space,0.534010321,space,0.533845324,space,1.283965125,space,0.983864627,f,1,1.067042107,SPR,16,A,M,59.99767907
1,57,0,1,1,3,space,0.333856219,space,0.333813588,space,0.367155632,space,0.883526264,space,1.417094488,space,2.950627976,space,1.01711983,j,0,2.283820259,SPR,16,A,M,59.99767907
2,30,0,2,2,1,space,0.450547056,space,0.550203325,space,0.667209947,space,1.117093067,space,0.783834469,space,1.067225262,space,1.567229604,j,1,3.283943809,SPR,16,A,M,59.99767907
3,60,0,3,3,11,space,0.400578595,space,0.46708308,space,0.400487807,space,0.500371046,space,0.467141106,space,0.433756036,space,0.400433334,j,1,1.31652363,SPR,16,A,M,59.99767907
3,40,0,4,4,7,space,0.383931652,space,0.800276548,space,0.450439295,space,0.650448532,space,0.633702906,space,0.90046886,space,0.483791602,j,1,2.433862219,SPR,16,A,M,59.99767907
2,32,0,5,5,2,space,0.317196249,space,0.383789944,space,0.617408456,space,1.550496215,space,1.23381193,space,0.517227591,space,1.167268761,j,1,1.267124764,SPR,16,A,M,59.99767907
1,62,0,6,6,4,space,0.300488912,space,0.350443953,space,0.567400522,space,0.750527162,space,2.333864508,space,1.633849745,space,1.050516346,j,1,3.000200128,SPR,16,A,M,59.99767907
3,16,0,7,7,8,space,0.317214802,space,0.283763418,space,0.417074357,space,0.383815601,space,0.733961928,space,0.750505057,space,0.433504988,j,1,2.016849045,SPR,16,A,M,59.99767907
3,20,0,8,8,9,space,0.367198657,space,0.467205052,space,0.400561227,space,0.367255498,space,0.450133774,space,0.367178921,space,1.050600818,j,1,0.966819006,SPR,16,A,M,59.99767907
3,55,0,9,9,10,space,0.300449439,space,0.383682577,space,1.23386364,space,0.467164395,space,0.617450298,space,0.53387335,space,0.467201894,f,1,1.000449992,SPR,16,A,M,59.99767907
2,26,0,10,10,0,space,0.317111383,space,0.283715656,space,0.383792312,space,0.4504689,space,0.650412611,space,0.550142537,space,3.000524596,j,1,2.417315142,SPR,16,A,M,59.99767907
3,39,0,11,11,6,space,0.317124409,space,0.317034015,space,0.38363521,space,0.316780204,space,0.300507859,space,0.400079657,space,0.384079675,f,1,0.717343405,SPR,16,A,M,59.99767907
2,16,0,0,0,2,space,0.317390851,space,0.400522543,space,0.450494162,space,0.767256604,space,0.717109725,space,0.433754063,space,0.900522543,j,1,2.200217654,SPR,16,A,M,59.99767907
3,1,0,1,1,6,space,0.300177865,space,0.283784339,space,0.450368638,space,0.833885429,space,0.433702748,space,0.417216065,space,0.983766734,f,1,1.300495623,SPR,16,A,M,59.99767907
1,42,0,2,2,4,space,0.33349662,space,0.317313484,space,0.334102925,space,0.500688409,space,0.750430058,space,0.500543938,space,0.617416746,j,1,0.867140237,SPR,16,A,M,59.99767907
3,10,0,3,3,11,space,0.383908363,space,0.300435229,space,0.500561701,space,0.30047786,space,0.417073962,space,0.367074712,space,0.933802615,j,1,1.417094883,SPR,16,A,M,59.99767907
3,3,0,4,4,7,space,0.350442374,space,0.400395046,space,0.35047711,space,0.450315744,space,0.383769418,space,0.733833246,space,1.100430729,f,1,1.950334297,SPR,16,A,M,59.99767907
