1,1,3
1,3,4
2,1,7
2,2,1
2,3,3
3,1,1
3,2,5
3,3,4
4,1,5
4,2,1
4,3,7
5,1,2
5,2,1
5,3,4
6,1,4
6,2,1
6,3,4
7,1,1
7,2,1
7,3,3
8,1,4
8,3,3
