Sentences,Question,word5,word4,word6,word1,word3,Ans,word2,lenth,Type,ID,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,key_resp_12.keys,key_resp_12.rt,Atests1.keys,Atests1.rt,Atests2.keys,Atests2.rt,Atests3.keys,Atests3.rt,Atests4.keys,Atests4.rt,Atests5.keys,Atests5.rt,Atests6.keys,Atests6.rt,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,expName,participant,version,Grade,Gender,frameRate,session,date,
心理師理解關心小金的助教,心理師理解助教？,的,小金,助教,心理師,關心,f,理解,12,1,41,0,0,0,8,space,0.814356535295,space,0.607378519431,space,0.713431441181,space,0.907963801452,space,1.67827125479,space,1.06705144653,space,1.14369154316,f,1,2.39207255334,SPR,20,B,,m,59.897564551,001,2017_01_11_1027,
姐姐想要羨慕舞者的造型師,造型師討厭舞者？,的,舞者,造型師,姐姐,羨慕,j,想要,12,1,48,0,1,1,15,space,0.733894078367,space,0.662066333971,space,0.577176705294,space,0.557544519586,space,1.56127494133,space,1.017056404,space,2.60662438296,j,1,2.90361174291,SPR,20,B,,m,59.897564551,001,2017_01_11_1027,
她的書架上擺放了一大堆的書,書架上沒有書?,的,一大堆,書,她的,擺放了,j,書架上,13,3,42,0,2,2,17,space,0.467224507331,space,0.62740790371,space,0.721339959317,space,1.21765851138,space,0.674681444929,space,0.68387109373,space,1.86653436729,j,1,2.08752520048,SPR,20,B,,m,59.897564551,001,2017_01_11_1027,
明星資助尊敬在地人的導遊,明星資助在地人？,的,在地人,導遊,明星,尊敬,j,資助,12,1,44,0,3,3,11,space,0.483969341803,space,0.677117516097,space,1.12822874071,space,1.06087924502,space,1.65964768907,space,0.617236976133,space,1.42234016662,j,1,2.94052717445,SPR,20,B,,m,59.897564551,001,2017_01_11_1027,
旅客結識佩服科學家的商人,商人佩服科學家？,的,科學家,商人,旅客,佩服,f,結識,12,1,45,0,4,4,12,space,0.917147741653,space,1.67839924766,space,1.01163533445,space,2.22700499653,space,2.07251217584,space,0.667185748913,space,0.978099395797,f,1,5.35305575503,SPR,20,B,,m,59.897564551,001,2017_01_11_1027,
爺爺羨慕總統拜訪的老人,爺爺羨慕老人？,的,拜訪,老人,爺爺,總統,f,羨慕,11,2,11,0,5,5,2,space,0.783825124454,space,0.662903996315,space,1.36570722079,space,0.708573420154,space,1.19464983731,space,0.783820016761,space,2.51079977525,j,0,1.33772995905,SPR,20,B,,m,59.897564551,001,2017_01_11_1027,
今年新出了很多部好看的美劇,今年有很多美劇?,的,好看,美劇,今年,很多部,f,新出了,13,3,41,0,6,6,16,space,0.733919316408,space,1.70476488068,space,2.65109289699,space,1.49204881757,space,0.811887714779,space,1.21701343927,space,1.52715011523,f,1,2.92164221482,SPR,20,B,,m,59.897564551,001,2017_01_11_1027,
大學部設置了許多不同的課程,大學課程有很多?,教學,的,課程,大學部,許多不同,f,設置了,13,3,47,0,7,7,22,space,0.683796581448,space,0.6937971523,space,0.756501347525,space,0.905625377447,space,0.499998497748,space,1.04779302409,space,1.55986882231,f,1,3.67136925347,SPR,20,B,,m,59.897564551,001,2017_01_11_1027,
舅舅斥責讚賞女婿的工程師,工程師讚賞女婿？,的,女婿,工程師,舅舅,讚賞,f,斥責,12,1,47,0,8,8,14,space,0.450541265687,space,0.563042805501,space,1.00796650552,space,2.55989616351,space,0.995174127413,space,1.2336425994,space,2.12649963495,f,1,5.47663528938,SPR,20,B,,m,59.897564551,001,2017_01_11_1027,
小郭嘲笑哥哥嫉妒的富商,小郭欣賞富商？,的,嫉妒,富商,小郭,哥哥,j,嘲笑,11,2,14,0,9,9,5,space,0.50054231727,space,0.892940260979,space,0.75982195168,space,1.56049136048,space,2.12724295513,space,2.11664177915,space,2.17776379002,j,1,1.53078288982,SPR,20,B,,m,59.897564551,001,2017_01_11_1027,
