Sentences,Question,word5,word4,word6,word1,word3,Ans,word2,lenth,Type,ID,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,key_resp_12.keys,key_resp_12.rt,Atests1.keys,Atests1.rt,Atests2.keys,Atests2.rt,Atests3.keys,Atests3.rt,Atests4.keys,Atests4.rt,Atests5.keys,Atests5.rt,Atests6.keys,Atests6.rt,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,expName,participant,version,Grade,Gender,frameRate,session,date,
粉絲大罵羞辱小周的導演,粉絲大罵導演？,的,小周,導演,粉絲,羞辱,f,大罵,11,1,5,0,0,0,4,space,0.882449476019,space,0.525556662904,space,0.64563342348,space,0.588710174141,space,0.611506094306,space,0.501115143568,space,0.845821449035,f,1,2.45542325129,SPR,23,A,,f,59.9241466727,001,2017_01_12_1337,
老師調查傷害弟弟的同學,同學調查老師？,的,弟弟,同學,老師,傷害,j,調查,11,1,4,0,1,1,3,space,0.534527086286,space,0.494108202126,space,0.557282444849,space,0.695284128005,space,0.647270008963,space,0.467651822823,space,0.662306044189,j,1,1.19688000166,SPR,23,A,,f,59.9241466727,001,2017_01_12_1337,
名嘴毀謗賞識徐總的詩人,名嘴稱讚詩人？,的,徐總,詩人,名嘴,賞識,j,毀謗,11,1,8,0,2,2,7,space,0.53451296484,space,0.545451076549,space,0.608121153596,space,0.909586689305,space,0.628255932284,space,0.567768670279,space,0.645814298175,j,1,1.26498052593,SPR,23,A,,f,59.9241466727,001,2017_01_12_1337,
司機們大部分都比較好說話,司機討厭說話？,好,比較,說話,司機們,都,j,大部分,12,3,2,0,3,3,17,space,0.51769492328,space,0.558501996983,space,0.626979894366,space,0.665861644079,space,0.678572447976,space,0.667123260095,space,0.624332874337,j,1,0.819784206274,SPR,23,A,,f,59.9241466727,001,2017_01_12_1337,
助教嫌棄局長愛慕的學生,助教嫌棄學生？,的,愛慕,學生,助教,局長,f,嫌棄,11,2,33,0,4,4,8,space,0.434345340269,space,0.44521254429,space,0.727586786052,space,0.475364536122,space,0.544670190618,space,0.550752928473,space,0.962321878237,f,1,2.30803471232,SPR,23,A,,f,59.9241466727,001,2017_01_12_1337,
村民援助舉薦小潘的水手,村民援助水手？,的,小潘,水手,村民,舉薦,f,援助,11,1,7,0,5,5,6,space,0.484412477229,space,0.76061264242,space,0.460701667623,space,0.760612341964,space,0.884755778601,space,0.684542514717,space,0.863385824051,f,1,0.823548022382,SPR,23,A,,f,59.9241466727,001,2017_01_12_1337,
敵人搜查戰士掩護的村民,戰士沒掩護村民？,的,掩護,村民,敵人,戰士,j,搜查,11,2,40,0,6,6,15,space,0.784591158592,space,0.678026819331,space,0.544032321887,space,0.644407261308,space,0.877957654289,space,0.584216249218,space,0.616813354442,j,1,2.38380137915,SPR,23,A,,f,59.9241466727,001,2017_01_12_1337,
叔叔有很多棟房子和別墅,叔叔沒有房子？,和,房子,別墅,叔叔,很多棟,j,有,11,3,8,0,7,7,23,space,0.434378390461,space,0.481800911044,space,0.481143212196,space,0.525039878064,space,0.429594224749,space,0.598098532241,space,0.442734981617,j,1,0.962951935104,SPR,23,A,,f,59.9241466727,001,2017_01_12_1337,
校長相信厭惡房東的小孩,小孩相信校長？,的,房東,小孩,校長,厭惡,j,相信,11,1,2,0,8,8,1,space,0.467771404432,space,0.477742948216,space,0.644911727441,space,0.712283645172,space,0.678317961489,space,0.75104791647,space,0.570858863356,j,1,5.24746812985,SPR,23,A,,f,59.9241466727,001,2017_01_12_1337,
外婆檢舉嬸嬸救治的鄰居,嬸嬸沒救鄰居？,的,救治,鄰居,外婆,嬸嬸,j,檢舉,11,2,38,0,9,9,13,space,0.400948720822,space,0.491134586096,space,0.462696397019,space,0.647299453681,space,0.611832690307,space,0.551162149957,space,0.648980807152,j,1,1.29276191752,SPR,23,A,,f,59.9241466727,001,2017_01_12_1337,
