Sentences,Question,word5,word4,word6,word1,word3,Ans,word2,lenth,Type,ID,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,key_resp_12.keys,Atests1.keys,Atests1.rt,Atests2.keys,Atests2.rt,Atests3.keys,Atests3.rt,Atests4.keys,Atests4.rt,Atests5.keys,Atests5.rt,Atests6.keys,Atests6.rt,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,key_resp_12.rt,expName,participant,version,Grade,Gender,frameRate,session,date,
小李暗戀船長招待的賓客,船長招待過賓客？,的,招待,賓客,小李,船長,f,暗戀,11,2,37,0,6,6,12,space,space,0.346973721451,space,0.333153335157,space,0.340398656488,space,0.723502275043,space,0.483761677677,space,0.350409081382,f,1,1.65484718115,0.36708378086,SPR,39,A,,f,50.0085671705,001,2017_01_20_1109,
村民援助舉薦小潘的水手,村民援助水手？,的,小潘,水手,村民,舉薦,f,援助,11,1,7,0,7,7,6,space,space,0.357082829556,space,0.417059721894,space,0.403989722736,space,1.1068474701,space,0.432183516035,space,0.690669976106,f,1,1.51726462772,0.367086543991,SPR,39,A,,f,50.0085671705,001,2017_01_20_1109,
商人質疑小陳賄賂的企劃員,商人質疑小陳？,的,賄賂,企劃員,商人,小陳,j,質疑,12,2,36,0,8,8,11,space,space,0.327152211748,space,0.467144214461,space,0.317028498528,space,0.417105905639,space,0.357204012538,space,0.323948559995,j,1,2.39393982456,0.363775919639,SPR,39,A,,f,50.0085671705,001,2017_01_20_1109,
強盜綁架主人誣陷的管家,強盜綁架主人？,的,誣陷,管家,強盜,主人,j,綁架,11,2,34,0,9,9,9,space,space,0.413886859304,space,0.270750414766,space,0.557382905463,space,0.407148374943,space,1.6067687209,space,0.692546930773,j,1,1.75733443227,0.431629311124,SPR,39,A,,f,50.0085671705,001,2017_01_20_1109,
叔叔有很多棟房子和別墅,叔叔沒有房子？,和,房子,別墅,叔叔,很多棟,j,有,11,3,8,0,10,10,23,space,space,0.540183606034,space,0.367278778886,space,0.583858821432,space,0.340403788014,space,0.367075491473,space,0.356889015731,j,1,1.08373704635,0.456713399089,SPR,39,A,,f,50.0085671705,001,2017_01_20_1109,
校長相信厭惡房東的小孩,小孩相信校長？,的,房東,小孩,校長,厭惡,j,相信,11,1,2,0,11,11,1,space,space,0.473491913304,space,0.559264991658,space,0.333662540525,space,1.00714979598,space,0.583838690056,space,0.663812353481,j,1,1.23380263121,0.377117889726,SPR,39,A,,f,50.0085671705,001,2017_01_20_1109,
小紅取笑崇拜小張的作家,小紅取笑作家？,的,小張,作家,小紅,崇拜,f,取笑,11,1,1,0,12,12,0,space,space,0.477257664626,space,0.333750171216,space,0.473923751037,space,1.08374296734,space,0.533473147707,space,0.450398857802,f,1,1.67832154858,0.467120925223,SPR,39,A,,f,50.0085671705,001,2017_01_20_1109,
老師調查傷害弟弟的同學,同學調查老師？,的,弟弟,同學,老師,傷害,j,調查,11,1,4,0,13,13,3,space,space,0.390376571186,space,0.370592955835,space,0.367092464983,space,0.49910928534,space,0.367015097348,space,0.390975775641,j,1,1.18394511003,0.437301227343,SPR,39,A,,f,50.0085671705,001,2017_01_20_1109,
司機們大部分都比較好說話,司機討厭說話？,好,比較,說話,司機們,都,j,大部分,12,3,2,0,14,14,17,space,space,0.467114214764,space,0.373603188493,space,0.344562693246,space,0.3373292139,space,0.306645840563,space,0.490550293109,j,1,1.35747361507,0.417016301282,SPR,39,A,,f,50.0085671705,001,2017_01_20_1109,
外婆檢舉嬸嬸救治的鄰居,嬸嬸沒救鄰居？,的,救治,鄰居,外婆,嬸嬸,j,檢舉,11,2,38,0,15,15,13,space,space,0.356893357792,space,0.473733489805,space,0.483734441112,space,0.616972959615,space,0.41711735289,space,0.650460515071,j,1,1.9371510315,0.417085379529,SPR,39,A,,f,50.0085671705,001,2017_01_20_1109,
村民擔心刺客襲擊的鐵匠,刺客襲擊了鐵匠？,的,襲擊,鐵匠,村民,刺客,f,擔心,11,2,39,0,16,16,14,space,space,0.550389423686,space,0.350607237267,space,0.340434577176,space,0.427050015414,space,0.340027212882,space,0.610729470241,f,1,1.64128416067,0.38376676973,SPR,39,A,,f,50.0085671705,001,2017_01_20_1109,
粉絲大罵羞辱小周的導演,粉絲大罵導演？,的,小周,導演,粉絲,羞辱,f,大罵,11,1,5,0,17,17,4,space,space,0.670641626395,space,0.570654613106,space,0.437180833826,space,0.403910776167,space,0.750543448441,space,0.767192095554,f,1,1.15027558274,0.357112434518,SPR,39,A,,f,50.0085671705,001,2017_01_20_1109,
茶餐廳裡有很多好吃的甜點,餐廳裡有甜點？,的,好吃,甜點,茶餐廳裡,很多,f,有,12,3,5,0,18,18,20,space,space,0.47731095356,space,0.377300256301,space,0.334983316616,space,0.417062090291,space,0.333807012745,space,0.483674836452,f,1,1.12734949922,0.367101149106,SPR,39,A,,f,50.0085671705,001,2017_01_20_1109,
傳統小說有很多精華的部分,小說沒有精華？,的,精華,部分,傳統小說,很多 ,j,有 ,12,3,6,0,19,19,21,space,space,0.439055025363,space,0.330577308625,space,0.383748217289,space,0.520574857333,space,0.467113820032,space,0.350421712832,j,1,1.13071538617,0.417151299915,SPR,39,A,,f,50.0085671705,001,2017_01_20_1109,
名嘴毀謗賞識徐總的詩人,名嘴稱讚詩人？,的,徐總,詩人,名嘴,賞識,j,毀謗,11,1,8,0,20,20,7,space,space,0.367179306211,space,0.370125986881,space,0.953631917149,space,0.637365647743,space,0.383745848891,space,0.523892192146,f,0,1.66398524647,0.413790149758,SPR,39,A,,f,50.0085671705,001,2017_01_20_1109,
敵人搜查戰士掩護的村民,戰士沒掩護村民？,的,掩護,村民,敵人,戰士,j,搜查,11,2,40,0,21,21,15,space,space,0.583491719886,space,0.753931440433,space,0.500395719675,space,0.543855016207,space,0.458039306706,space,0.663367094834,j,1,1.71035569771,0.697002280371,SPR,39,A,,f,50.0085671705,001,2017_01_20_1109,
警察逮捕了正在逃跑的罪犯,罪犯正在逃跑？,的,逃跑,罪犯,警察,正在,f,逮捕了,12,3,1,0,22,22,16,space,space,0.392634048312,space,0.406764694621,space,0.360340559708,space,0.367240095067,space,0.327022344643,space,0.386833054456,f,1,1.45413539889,0.683775572274,SPR,39,A,,f,50.0085671705,001,2017_01_20_1109,
小劉愛慕欽佩領隊的組長,小劉討厭組長？,的,領隊,組長,小劉,欽佩,j,愛慕,11,1,6,0,23,23,5,space,space,0.357085592685,space,0.367146938117,space,0.400481337228,space,1.07075507261,space,0.373841212398,space,0.367018649942,j,1,1.04359666356,0.372108335219,SPR,39,A,,f,50.0085671705,001,2017_01_20_1109,
