,Sub,Version,Type,ID,RT1,RT2,RT3,RT4,RT5,RT6,Ans,AnsSpeed
1134,11,A,1,48,0.467125316,0.500733013,0.500477228,0.450551793,0.500517096,1.933814851,1,3.933981822
1135,11,A,1,54,0.783858153,0.817379009,1.004881624,0.783721182,3.183499265,0.683790181,1,6.017509033
1136,11,A,2,17,0.500476834,0.4838666,0.417075936,0.350158958,0.40049807,0.600497439,1,3.533203494
1137,11,A,2,33,0.433816035,0.41710633,0.45049732,0.800220496,0.434140503,0.883816391,1,2.267231341
1138,11,A,2,25,0.433672748,0.533728484,0.534002822,0.667049686,0.467184526,2.017247327,1,1.117361483
1139,11,A,3,63,0.433864587,0.550511215,0.533846903,0.550573187,0.617167276,0.817138224,1,2.167203236
1140,11,A,3,29,1.083713919,1.000517491,0.700469097,0.733714827,0.73382693,0.450432584,1,1.033837035
1141,11,A,2,23,0.717074594,0.467127685,1.233814299,0.900132156,0.700632515,0.900492544,1,1.25036177
1142,11,A,2,19,0.450496531,1.350164089,0.633831982,0.817094409,1.450276666,0.750431637,1,1.816989016
1143,11,A,3,24,0.433760773,0.450156668,0.617002279,0.383835732,0.433872087,0.550444505,1,1.766751349
1144,11,A,2,18,0.483942783,0.433943138,0.533835061,0.717086436,0.666789165,1.617251748,1,4.800439176
1145,11,A,3,43,0.550448058,0.400459387,0.384022834,0.350473163,0.317272432,0.466482302,1,1.550848314
1146,11,A,3,28,0.433751694,0.650659712,0.700550411,0.700491597,0.400538333,0.600498623,1,1.117498849
1147,11,A,1,52,0.517089436,0.633953165,1.467152553,0.467132816,0.533852035,1.217085251,1,1.600401125
1148,11,A,1,51,0.71705762,0.600509675,0.650388138,0.71705841,0.417160408,0.783639867,1,4.667399022
1149,11,A,3,48,0.450306666,0.45037377,0.367167868,0.416804756,0.433666433,0.500725908,1,1.25050032
1150,11,A,1,53,0.467162421,0.46712729,0.433856693,0.667071791,2.217388009,0.567334602,1,1.967418601
1151,11,A,3,30,0.500487886,0.533905323,0.667132185,0.600482834,0.383820733,0.517088251,1,2.817159934
672,12,B,3,39,0.833757536,0.750444663,0.68376176,0.533572171,1.033809799,0.667123501,1,2.100394414
673,12,B,3,16,0.933780904,0.617088725,0.983783312,0.750716632,0.583379977,0.567061844,1,2.567514204
674,12,B,1,32,0.967223209,0.883747708,1.033902165,2.384029939,1.067341313,1.017131672,1,1.53380072
675,12,B,3,60,0.467115448,0.71717446,1.133812246,0.817266117,0.93366367,0.817143356,1,1.550186352
676,12,B,3,40,0.583887995,0.916752652,0.517139961,0.51712654,0.533769141,0.733973769,1,2.217135382
677,12,B,1,26,0.815731802,0.851523144,0.933803404,1.517160882,0.467216894,0.700495544,1,2.100493097
678,12,B,3,20,0.350434084,0.38393481,0.750613213,0.483719366,0.450624423,0.683824917,1,2.467107948
679,12,B,2,57,0.617115567,0.600465465,1.283879863,0.46705387,0.450476005,1.900577806,1,1.633802772
680,12,B,2,63,0.433754063,0.450114432,0.550482794,0.81735651,0.400485439,1.483989361,1,5.483982256
681,12,B,3,55,0.583867863,1.33389135,0.483824759,0.717172881,0.500574727,1.767214368,1,1.417136724
682,12,B,2,62,0.800140366,1.134013558,1.950557319,1.53393256,0.550490689,1.500468939,1,3.234160082
683,12,B,1,30,1.167353628,1.434036295,1.266850427,1.650530241,1.116834519,0.916826072,0,2.40052807
684,12,B,3,29,0.633842245,0.867174184,2.233944954,1.017132066,0.650498268,0.767204894,1,3.667393891
685,12,B,3,30,0.550480426,0.5504299,0.400166102,0.333733853,0.433927744,1.217265643,1,1.800466413
686,12,B,1,23,0.533824009,0.467018739,0.383818364,2.867333655,0.450643765,2.000532885,1,1.517238643
687,12,B,2,51,0.550631607,0.850557635,1.06714829,0.983804628,0.73380443,1.450578635,1,2.183520185
688,12,B,3,48,0.383748102,0.417123698,0.417161592,0.33379622,0.333996743,0.366974056,1,1.367142606
689,12,B,3,24,0.367134711,0.300517728,0.250428085,0.333856614,0.333762273,0.633753431,1,3.400443203
690,12,B,3,43,0.35008238,0.283776839,0.217196565,0.251236097,0.300542596,0.33385385,1,2.40076925
691,12,B,1,18,0.417119356,0.267148448,0.383763102,0.417167908,1.250178615,,1,10.36690616
692,12,B,2,53,0.550259377,0.533801904,1.00054078,0.400400177,0.400554911,0.933767484,1,7.383837706
693,12,B,1,19,0.700423703,0.767183184,1.133824483,1.500548675,0.483821601,2.600678225,1,6.183781496
694,12,B,2,52,0.533492831,0.450438111,0.434029189,0.433829456,1.567196447,1.467284393,1,3.617357536
695,12,B,3,28,0.617153066,0.600457571,0.483870548,0.350494478,0.317207302,0.333818325,1,1.716994858
696,12,B,3,3,0.467267814,0.733755089,0.333789115,0.350570266,0.333837667,0.300513386,1,4.900813854
697,12,B,1,16,0.3504329,0.450395085,0.333838851,0.533927823,0.617123067,0.983952651,0,4.117291616
698,12,B,3,4,0.517122593,0.633946849,0.733674564,0.733859692,0.400511491,0.383821917,1,1.300520886
699,12,B,2,37,1.317054541,1.333819114,1.483994887,0.917344352,0.583886416,2.700563832,1,7.717187881
700,12,B,3,9,0.717263275,0.600442571,0.383971519,0.567248551,0.333881087,0.433806167,1,1.11718346
701,12,B,1,3,0.917235801,0.583908915,1.73372509,1.433831825,1.43376472,1.617073725,1,2.900542675
702,12,B,2,43,1.083781418,0.567192499,0.433796299,0.567085528,0.967257551,0.750568214,1,3.334218186
703,12,B,2,42,1.182480467,1.868423504,1.384025597,1.483835811,0.633997374,1.35055724,1,0.983455292
704,12,B,3,8,0.517145092,0.533858745,0.883799023,0.367112211,0.400704119,0.550809236,1,2.267457126
705,12,B,3,1,0.51714825,0.56722092,0.767077791,0.967177421,0.683902284,0.850514215,1,6.46720821
706,12,B,1,2,0.683796891,0.517428508,1.317012305,1.25045611,1.300505491,1.183894784,1,3.01744114
707,12,B,3,10,1.000442887,0.850485399,1.46700295,0.983835417,0.583867469,0.567131316,0,2.500632357
708,12,B,3,14,0.567225657,0.817216775,1.08377826,1.133893166,1.683953993,1.133515014,1,1.267272393
709,12,B,2,34,0.450504425,1.083878521,1.81715204,1.417166329,0.700776197,1.800089446,1,1.583903784
710,12,B,3,35,0.617268722,0.417199881,0.45054074,0.533827167,0.500586963,0.500495781,1,1.9337213
711,12,B,2,48,0.417202249,1.067080791,1.167074554,1.333874376,0.716862229,3.183882153,1,5.400682409
712,12,B,1,25,0.450495741,0.350436848,1.317510849,1.383864153,0.367237341,1.350550924,1,1.617102146
713,12,B,2,54,0.534014269,1.500595253,0.767102264,1.767122395,0.400487807,0.867255893,0,6.634141845
714,12,B,3,63,0.600162708,2.250559135,0.950245877,0.533807825,0.750431637,0.383711787,0,4.084254304
715,12,B,1,33,1.617196092,3.367173789,1.017246143,1.683803207,0.567241051,1.150463926,1,1.450592845
716,12,B,1,17,0.633932244,1.317240854,1.367221552,1.183869127,0.367261814,0.650346691,1,1.300586805
717,12,B,3,15,0.550405822,1.45051982,1.767111738,1.567146711,1.800515359,0.817189934,1,11.01769021
718,12,B,3,65,1.983840153,0.433990111,0.667068633,0.600518754,0.600501386,0.650482084,1,1.900449518
719,12,B,3,33,0.400501623,0.53386664,0.417193565,0.367118527,0.35042619,0.566937899,1,1.467177026
432,13,B,3,33,0.666896136,0.533790062,0.500685251,0.617073331,0.700075946,0.733828509,1,1.417056594
433,13,B,1,25,0.533752563,0.533739537,0.800129314,0.633496067,2.733875482,2.617176355,0,5.25049282
434,13,B,3,65,0.700415808,0.700503044,0.750383875,0.633825667,0.650626949,0.833836088,1,2.501632998
435,13,B,3,14,0.73392127,0.767204894,0.750516899,0.700488439,0.683760971,0.95038798,1,1.783976177
436,13,B,1,17,0.684073597,0.717163803,0.850476321,1.000363941,1.367357733,2.650520372,1,1.300501149
437,13,B,2,48,0.683538738,0.63388606,0.683815443,1.117098593,0.833906744,2.58393102,1,1.967155711
438,13,B,3,63,0.73375351,0.633914481,0.617374509,0.600503754,0.750450979,0.617105698,1,3.283798549
439,13,B,2,54,0.633728168,0.517047199,0.900537543,0.78380368,0.633846587,1.800655883,1,3.250731237
440,13,B,3,15,0.633804351,0.650601292,0.600489939,0.650639581,0.584145753,1.533832693,1,3.017377194
441,13,B,1,33,0.567100133,0.5340194,0.533474673,0.800435229,0.533814141,2.183722682,1,2.900492149
442,13,B,2,34,0.483701998,0.550566082,0.850468821,0.950744026,1.350695396,0.750476636,1,2.317147303
443,13,B,3,35,0.500624857,0.617065831,0.667149553,0.767194236,0.533843745,0.483851601,1,1.133803562
444,13,B,2,37,0.600420072,0.733838377,0.867208526,0.516675759,2.267344234,0.866759323,0,2.633834746
445,13,B,1,16,0.700690935,0.71675131,0.683811101,0.967057818,,0.133878561,1,4.533792036
446,13,B,3,4,0.433942744,0.467149,0.350518162,0.650455242,0.367217604,0.567227236,1,1.55061345
447,13,B,3,3,0.417088172,0.467160842,0.500359204,0.500714461,0.500341441,0.417130803,1,3.883899284
448,13,B,3,8,0.383842838,0.333864508,0.400410835,0.417150145,0.650452479,0.46711979,1,1.850367375
449,13,B,2,42,0.350404874,0.317070331,0.367068002,0.433849587,0.550453189,0.433731958,1,5.250472689
450,13,B,1,2,0.350470794,0.383731918,0.3838831,0.417301721,2.383977835,1.350552898,1,3.617145961
451,13,B,3,9,0.383771391,0.417161592,0.400272679,0.400460571,0.417211328,0.500431835,0,2.533952296
452,13,B,3,10,1.033827956,0.633919218,0.867351418,2.200426861,0.533765589,3.250525978,1,5.717376562
453,13,B,3,1,0.983827522,0.717198539,0.883734287,0.517084699,1.167174816,0.967153737,1,2.033782562
454,13,B,1,3,0.550403059,0.500500517,0.567226052,0.917485271,2.934084057,1.116692416,0,5.117174381
455,13,B,2,43,0.617383588,0.583846548,0.650478136,0.833882271,1.717143277,1.717128277,1,1.100397177
456,13,B,1,32,0.567105659,0.550425164,0.767367523,0.66708758,3.717261301,1.500655252,1,2.483795154
457,13,B,1,30,0.41707712,0.450532451,0.450496531,1.533862298,0.60059099,3.267346997,1,4.217346563
458,13,B,3,39,0.35059474,0.817145724,0.650439058,0.450390348,0.484007519,0.633814614,1,1.300498386
459,13,B,3,55,0.667166921,0.533754142,0.483780944,0.50045986,0.417231065,0.383860995,1,1.517193249
460,13,B,3,60,0.500481176,0.450492583,0.517171934,0.550602397,0.583585237,0.700390546,1,2.000541569
461,13,B,2,63,0.534080583,0.450190615,0.650474978,1.467071633,0.933803404,3.883810075,0,6.250520846
462,13,B,2,62,0.667100606,0.600778881,0.617221749,0.600368362,0.583884442,0.700445413,1,4.833579118
463,13,B,3,20,0.550514767,0.567167237,0.583777076,0.550432663,0.567363812,0.567092633,1,1.517073252
464,13,B,3,16,0.517191276,0.450610608,0.48372134,0.467196368,0.500413282,0.717089988,1,2.017078383
465,13,B,3,40,0.467122159,0.483850416,0.534493076,0.517154566,0.517422982,0.767223841,1,3.200463571
466,13,B,1,26,0.500512359,0.383801786,0.517193644,0.533839798,0.767234894,0.850477505,1,2.267103448
467,13,B,2,57,0.467066107,0.483816864,0.450478768,0.533557171,1.050442532,0.700381467,1,1.33391227
468,13,B,1,19,0.567043292,0.583829969,0.617241485,0.617342142,0.783950125,0.917103172,1,3.067177105
469,13,B,3,48,0.533869798,0.450678896,0.500535254,0.417188828,0.533792825,0.483715024,1,1.350663028
470,13,B,1,18,0.483762392,0.500368678,0.683882547,0.617045305,0.750506241,0.733562856,1,1.900033473
471,13,B,2,53,0.533305334,0.450615344,0.517156145,0.466898742,0.550862524,0.700533438,0,3.35047711
472,13,B,3,29,0.917068041,0.700582779,0.633764878,0.633710011,0.633796457,0.733823377,1,2.150613134
473,13,B,2,51,0.683850179,0.633947638,0.933937612,0.683474002,0.683802812,0.733334307,1,3.15009959
474,13,B,1,23,0.533796378,0.733520225,0.667197315,0.733792194,0.733584566,1.033827167,1,3.817117303
475,13,B,3,43,0.58371234,0.53393927,0.56714829,0.600616252,0.550532925,0.633738037,1,0.950788631
476,13,B,3,24,0.467074002,0.533651117,0.600579148,0.533878087,0.51706812,0.500541569,1,2.083853653
477,13,B,3,28,0.533811378,0.483879232,0.450546661,0.5337573,0.467202289,0.53383743,1,1.417623031
478,13,B,2,52,0.500501702,0.500705777,0.617242275,0.633814614,0.600555069,0.733452726,0,2.950955602
479,13,B,3,30,0.800498781,0.633898297,0.700467913,0.56699395,0.617231222,2.217247485,1,4.283823812
48,14,A,1,63,0.500560122,0.483826338,0.433792746,0.833776483,0.417091725,1.46717821,1,1.967182947
49,14,A,3,55,0.483470291,0.600624936,0.583845364,0.633780273,0.450736132,0.550549503,1,0.750391375
50,14,A,3,40,0.417081857,0.400500833,0.550125958,0.400441229,0.384101386,0.417164355,1,1.15046511
51,14,A,1,62,0.417161592,0.483766339,0.500384467,1.233802851,0.55061345,1.367206552,1,2.783963941
52,14,A,2,30,0.533865456,0.517156934,1.13393777,1.100457571,0.483840943,0.666958898,1,1.683490186
53,14,A,3,60,0.450546661,0.584017071,0.717106567,0.533701248,0.500349731,0.583771155,1,1.234106399
54,14,A,3,16,0.483723708,0.517067725,0.767153579,0.784057886,0.633440016,0.55053253,1,1.017036147
55,14,A,2,26,0.617043726,0.983820022,0.9504539,0.750417427,0.500549069,1.083804312,1,1.866721824
56,14,A,3,20,0.467105975,0.48379318,0.50038723,0.550470558,0.600572832,0.583903784,1,1.283615394
57,14,A,3,39,0.517192855,0.650180115,0.766868979,0.617165303,0.750505452,0.734299422,1,0.70041344
58,14,A,1,57,0.550424769,0.600547175,0.683954783,1.200691725,0.583768786,0.966804006,1,3.200307258
59,14,A,2,32,0.500522228,0.60044415,0.583620368,1.367163526,1.100538885,0.700370809,1,0.950480742
60,14,A,3,15,0.550456347,0.650627344,0.582459862,0.651639432,0.4838516,0.616779651,1,0.900474386
61,14,A,1,48,0.73371759,0.767163053,0.717132619,1.217092357,0.550501346,0.850605397,1,1.800939694
62,14,A,3,63,0.533837035,0.567148684,0.567182631,0.51711154,0.417041989,0.383830206,1,0.750081117
63,14,A,1,34,0.550460689,0.633745931,0.484003177,0.817117698,0.833950954,0.717070646,1,1.200430413
64,14,A,3,14,0.4337513,0.583853258,0.383849943,0.467182947,0.483834627,0.700473834,1,1.900453071
65,14,A,2,33,0.583774707,0.600643883,0.617114382,1.017125356,1.417239354,0.550441347,1,2.51725088
66,14,A,1,54,0.500446834,0.566744086,1.017096935,0.950421137,0.867156026,0.733777983,1,1.433781299
67,14,A,3,35,0.40042544,0.533445463,0.400479123,0.51707562,0.767162658,0.800629831,1,0.700462781
68,14,A,3,33,0.617173987,0.666740218,0.567129343,0.517109172,0.500332363,0.533818483,1,0.817221907
69,14,A,2,25,0.500082893,0.51716996,0.533806641,1.200515675,0.500528938,1.300429703,1,1.250429269
70,14,A,3,65,0.483805812,0.583737603,0.550339507,0.53377901,0.600418887,0.717170513,1,0.817066778
71,14,A,2,17,0.483838574,0.56714079,0.500511175,0.550480426,0.600562569,0.767255419,1,2.033840588
72,14,A,3,24,0.484028834,0.583242611,0.533814141,0.483785286,0.483844495,0.700534227,1,0.900441229
73,14,A,3,28,0.517083515,0.533772299,0.450440874,0.450506794,0.417141461,0.433815246,1,0.834029111
74,14,A,1,52,0.450546661,0.450419558,0.466718745,0.633586066,1.11708083,0.933748142,1,2.150461952
75,14,A,3,29,0.567152632,0.833841219,0.967110711,0.583951546,0.400455045,0.483786075,1,0.767185552
76,14,A,3,48,0.46704716,0.466887294,0.550600424,0.533798351,0.533814141,0.600538885,1,1.367221157
77,14,A,1,51,0.584021808,0.617350826,1.033762431,1.083785365,0.600562569,0.833864508,1,1.984013834
78,14,A,2,19,0.45050561,0.600443361,0.55047411,0.733823772,1.200608831,0.667244288,1,2.717297221
79,14,A,2,18,0.633781852,0.684062149,0.466902294,0.600448492,0.583891547,0.967213341,1,3.200633305
80,14,A,3,30,0.450442847,0.467143474,0.450444426,0.733756668,0.617168855,0.633399358,1,1.0167176
81,14,A,3,43,0.550603187,0.383914678,0.467106764,0.550562924,0.517188513,0.667169289,1,0.767140553
82,14,A,1,53,0.383849153,0.600544017,0.533752563,0.60054678,1.333918981,1.367258261,1,2.150534583
83,14,A,2,23,0.417125672,0.783825785,0.650391296,0.783822233,0.667180342,1.250523214,1,2.400567543
84,14,A,3,10,0.583854443,0.550505294,0.450503241,0.58382168,0.51719996,0.667012582,1,0.667210736
85,14,A,1,43,0.516876676,0.633761326,0.500524596,0.567295919,1.083924704,0.950422322,1,1.184067676
86,14,A,3,8,0.483794365,0.53392427,0.483850022,0.450126274,0.567158553,0.433807746,1,0.650344323
87,14,A,2,3,0.533857956,0.617116751,0.65051603,1.11727859,0.850483031,1.350584477,1,1.533982296
88,14,A,1,37,0.46728084,0.533870192,1.100477307,1.0671625,0.567161316,0.733837982,1,1.283809996
89,14,A,3,9,0.500478807,0.55019701,0.450471663,0.700535017,0.500491439,0.667215473,1,0.717159461
90,14,A,2,2,0.56711158,0.600546385,0.750461242,1.317285853,0.517197592,1.133398174,1,1.433559856
91,14,A,3,3,0.550502531,0.583745102,0.550409769,0.500536438,0.417073173,0.550551872,1,0.967152158
92,14,A,3,4,0.567086712,0.600497833,0.633779483,0.61705912,0.533904139,0.600470202,1,1.134172634
93,14,A,1,42,0.500515912,0.533846903,0.533806246,0.517079173,0.650528267,1.183892416,1,2.03394677
94,14,A,2,16,0.467052291,0.550574766,0.633770405,0.583574184,1.283837232,0.650499057,1,2.317338747
95,14,A,3,1,0.450347323,0.583816154,0.533886376,0.433808535,0.567307366,0.566813954,1,0.750182957
720,15,A,1,37,0.650437874,0.667042976,0.750405585,0.633774352,0.717170118,1.250435979,1,6.416795678
721,15,A,1,43,0.033884008,1.383966388,0.850368954,0.833903981,0.667257709,2.683826496,1,1.967257551
722,15,A,1,42,0.734129688,0.717217881,0.600451255,0.833725169,0.633859614,0.750484136,1,0.900450703
723,15,A,3,1,0.633951586,0.650593792,0.683748734,0.717134198,0.733736537,0.65045011,1,2.150076301
724,15,A,2,2,0.683784654,0.867161947,0.800597463,0.683781496,0.750501899,1.783782365,1,3.01713404
725,15,A,2,16,0.417409877,0.717153934,1.133773957,1.017158908,0.500455518,0.666782849,1,5.600431519
726,15,A,3,10,0.683896758,0.650554714,0.683796891,1.083785365,0.533767168,0.750529135,1,2.05051753
727,15,A,3,3,0.617092278,1.000565253,0.700412651,0.650446558,0.683761365,0.417066857,1,1.450727842
728,15,A,3,8,0.500461045,0.600407835,0.583874969,1.117150303,0.583869442,0.567203552,1,3.267088054
729,15,A,2,3,0.650534977,0.750460847,0.750428085,0.667206789,0.533809799,1.683812285,1,2.017332194
730,15,A,3,4,0.667227315,0.517137198,0.483476212,0.867129974,0.617137277,0.583749839,1,1.233753115
731,15,A,3,9,0.833435437,0.983700024,1.083867863,0.900530438,0.650916681,0.666834164,1,1.317124409
732,15,A,3,39,0.833899639,1.017129698,0.700466334,0.66692061,0.633555672,0.983824364,1,1.500451571
733,15,A,3,16,0.733811141,0.500657225,0.78376776,0.567160921,0.467132816,0.58385089,1,1.300430492
734,15,A,1,57,0.683829259,0.667149553,0.883769418,2.033638091,2.250512162,2.700496728,1,1.550448847
735,15,A,1,62,0.617035042,0.617133724,0.533811772,0.567191315,0.533959796,3.00058499,1,4.600530991
736,15,A,2,30,0.533863482,0.317558611,0.633812641,1.183775181,0.467191236,1.700418572,1,3.850502373
737,15,A,3,55,0.367070765,0.633861587,0.617233986,0.683851758,0.867264182,0.450347718,1,1.900412809
738,15,A,2,32,0.467245709,0.433675512,0.66703666,0.883443371,0.950516662,1.600567306,1,1.867359707
739,15,A,3,40,0.367204184,0.449969172,0.533809799,0.383803365,0.367118922,0.383929283,1,2.984131859
740,15,A,2,26,0.433949454,0.650579582,0.650454847,0.75031006,0.517222854,1.050461084,1,3.434001953
741,15,A,3,20,0.400425045,0.400679646,0.383731918,0.383820733,0.383913099,0.600473755,1,3.133830404
742,15,A,3,60,0.333723195,0.400953194,0.350507899,0.449882331,0.433741037,0.417184486,1,1.417233828
743,15,A,1,63,0.35049882,0.483833048,0.983786075,1.000395914,1.917351852,0.883771391,1,2.700029763
744,15,A,1,51,0.850520136,1.534310316,0.800437203,0.717325642,0.883971125,1.083867469,1,1.750422953
745,15,A,1,52,0.633974875,0.667377707,0.883821522,0.96730334,0.633768826,1.050507662,1,1.450447189
746,15,A,3,48,0.800484176,0.717140514,1.050491083,0.633851719,0.533735589,0.633767641,1,1.100729145
747,15,A,3,24,0.583846153,0.767238051,0.86709958,0.533927428,0.53376401,0.467102817,1,2.200373178
748,15,A,3,30,0.400479913,0.317177697,0.417236591,0.333923718,0.383802575,0.517180618,0,5.41737001
749,15,A,3,29,1.050435427,1.633902639,1.017177855,0.733787457,1.000300389,1.500511965,1,1.817136645
750,15,A,1,53,1.183733734,0.800564701,1.067100922,0.817225459,0.533767168,0.767297656,1,2.683852943
751,15,A,3,43,0.633944875,0.483773444,0.500404598,0.417102777,0.450375349,0.867097606,1,1.200190418
752,15,A,3,28,0.917225144,1.217185908,0.483836601,0.733914955,0.43380972,0.533849272,1,1.76744489
753,15,A,2,23,1.617232801,0.784041308,0.767095554,0.700532254,0.800212996,0.800415493,1,3.833981348
754,15,A,2,19,0.434118793,0.633626328,0.983756471,0.767217525,0.983780154,1.10047415,1,2.550615423
755,15,A,2,18,0.450463768,0.567165658,0.416986727,0.500532096,0.617131356,0.667134553,1,4.200746592
756,15,A,3,65,0.617141619,0.750687422,0.383804549,0.433822746,0.417132382,0.450465742,1,1.400085972
757,15,A,2,33,0.700456466,0.733973769,1.300512991,0.633912902,0.967126501,0.950697053,1,2.033773878
758,15,A,1,54,1.133853298,0.717243143,0.516738521,1.117230828,0.117124645,2.267164237,1,7.750710316
759,15,A,3,14,0.950379296,0.617165303,0.700523964,1.033586776,0.733965085,0.63384264,1,1.567189342
760,15,A,3,33,0.450650475,0.667127843,0.534076636,0.45064337,0.417230275,0.466997029,1,1.133867113
761,15,A,1,48,0.533886376,0.500401046,0.63379172,0.633783431,0.450500478,0.700505807,1,1.833915428
762,15,A,3,35,0.383897705,0.500423545,0.583363793,0.550418453,0.433917086,0.467164,1,1.067087107
763,15,A,1,34,0.41718725,1.100601253,0.900723066,0.550308718,0.617200434,0.983860679,1,2.967169526
764,15,A,2,17,0.45049732,0.967180184,0.583787733,0.700596595,0.767170553,0.783755918,1,4.283900389
765,15,A,3,15,0.600516386,0.433782089,0.450509162,0.467145842,0.500440519,1.267330813,1,1.217128277
766,15,A,3,63,0.917121724,0.617191355,0.600791907,0.467189657,0.617122277,1.350517767,1,2.083938125
767,15,A,2,25,0.767303576,0.750461637,1.100507307,0.483805022,0.533502304,0.90052057,1,1.685218313
96,16,A,1,63,0.60046586,1.300564306,0.534010321,0.533845324,1.283965125,0.983864627,1,1.067042107
97,16,A,1,57,0.333813588,0.367155632,0.883526264,1.417094488,2.950627976,1.01711983,0,2.283820259
98,16,A,2,30,0.550203325,0.667209947,1.117093067,0.783834469,1.067225262,1.567229604,1,3.283943809
99,16,A,3,60,0.46708308,0.400487807,0.500371046,0.467141106,0.433756036,0.400433334,1,1.31652363
100,16,A,3,40,0.800276548,0.450439295,0.650448532,0.633702906,0.90046886,0.483791602,1,2.433862219
101,16,A,2,32,0.383789944,0.617408456,1.550496215,1.23381193,0.517227591,1.167268761,1,1.267124764
102,16,A,1,62,0.350443953,0.567400522,0.750527162,2.333864508,1.633849745,1.050516346,1,3.000200128
103,16,A,3,16,0.283763418,0.417074357,0.383815601,0.733961928,0.750505057,0.433504988,1,2.016849045
104,16,A,3,20,0.467205052,0.400561227,0.367255498,0.450133774,0.367178921,1.050600818,1,0.966819006
105,16,A,3,55,0.383682577,1.23386364,0.467164395,0.617450298,0.53387335,0.467201894,1,1.000449992
106,16,A,2,26,0.283715656,0.383792312,0.4504689,0.650412611,0.550142537,3.000524596,1,2.417315142
107,16,A,3,39,0.317034015,0.38363521,0.316780204,0.300507859,0.400079657,0.384079675,1,0.717343405
108,16,A,2,16,0.400522543,0.450494162,0.767256604,0.717109725,0.433754063,0.900522543,1,2.200217654
109,16,A,3,1,0.283784339,0.450368638,0.833885429,0.433702748,0.417216065,0.983766734,1,1.300495623
110,16,A,1,42,0.317313484,0.334102925,0.500688409,0.750430058,0.500543938,0.617416746,1,0.867140237
111,16,A,3,10,0.300435229,0.500561701,0.30047786,0.417073962,0.367074712,0.933802615,1,1.417094883
112,16,A,3,3,0.400395046,0.35047711,0.450315744,0.383769418,0.733833246,1.100430729,1,1.950334297
113,16,A,1,37,0.283836838,0.41677081,0.367178921,0.333820298,0.450172063,0.76707937,1,9.817215591
114,16,A,3,4,0.517176671,0.417249617,0.333772931,0.317095593,0.350475531,0.300485755,1,1.600191918
115,16,A,1,43,0.300480623,0.43377972,0.550468584,0.317155987,0.383823101,1.167165737,1,1.434092346
116,16,A,2,2,0.300473123,0.399992816,0.583826417,0.500472886,0.41682844,0.600476123,1,1.267138579
117,16,A,3,9,0.300506281,0.333792667,0.417177381,0.517057068,0.317204539,0.333737405,1,0.733841535
118,16,A,2,3,0.30063141,0.716752494,1.08382918,0.300421414,0.450579424,1.317077041,1,0.967115053
119,16,A,3,8,0.467151369,0.383782444,0.333819509,0.33383293,0.317182039,0.250209009,1,1.11706662
120,16,A,3,29,0.300440755,0.5337498,0.283730261,0.367046686,0.383757181,0.417148961,1,0.917387378
121,16,A,2,18,0.333863324,0.416859624,0.933766694,0.483964099,1.634016716,1.083889574,1,1.233905086
122,16,A,3,48,0.33376622,0.267245156,0.300392204,0.350491715,0.367158,0.350440005,1,0.800355099
123,16,A,1,51,0.2838546,0.317161513,0.582451178,0.384948871,0.40100964,2.800559174,1,2.250621107
124,16,A,3,30,0.366994582,0.33376701,0.433761957,0.400515044,0.365882628,0.418307098,1,2.184058202
125,16,A,3,24,0.350465663,0.567262761,0.249114423,0.334591995,0.283787891,0.300492465,1,1.717102225
126,16,A,1,52,0.300535491,0.383923757,0.567076844,0.517192855,0.950303113,0.450530872,1,1.450507978
127,16,A,3,28,0.300482597,0.433686169,0.267176868,0.300461281,0.350475531,0.350417901,1,0.617073725
128,16,A,3,43,0.484017782,0.367224315,0.466830453,0.334107267,0.38372955,0.33378122,1,0.56706816
129,16,A,2,23,0.300099314,0.267173316,0.933796694,0.633744747,1.283839601,0.517148645,1,2.216846045
130,16,A,1,53,0.283743681,0.3504404,0.533788088,0.333842798,0.43393406,1.28378276,1,1.467132027
131,16,A,2,19,0.283784733,0.367143,0.633811062,0.36721721,0.383946651,0.36712208,1,3.817228617
132,16,A,2,17,0.317139408,0.267158316,0.467050318,0.650452084,0.433784062,1.667125474,1,2.23425758
133,16,A,3,14,0.350479478,0.383917836,0.36725313,0.383917441,0.333888192,0.350393822,1,0.767098712
134,16,A,3,33,0.350404874,0.283900389,0.433728405,0.366636562,0.400387941,0.400284127,1,2.084248778
135,16,A,3,15,0.283798944,0.399971501,0.267455547,0.383985335,0.350323955,0.383695603,1,0.600789933
136,16,A,1,48,0.350471584,0.617093462,0.717130251,0.8842052,1.183890047,1.217068673,1,1.150469452
137,16,A,2,33,0.583793654,0.367145764,1.76696174,1.117114382,0.533730853,1.784120254,1,4.06714
138,16,A,3,35,0.433900508,0.417184881,0.333775299,0.300453387,0.283834074,0.300538648,1,0.917328563
139,16,A,2,25,0.31707862,0.533776641,0.417122514,0.400428598,1.633933428,0.700308047,1,0.950708106
140,16,A,1,54,0.735050198,0.467111896,1.033949138,0.283751576,1.48388831,0.350477505,1,1.76711608
141,16,A,3,63,1.283831311,0.267187131,0.33381122,0.28393631,0.30044115,0.317473745,1,0.650469058
142,16,A,1,34,0.334091873,0.317256643,0.40043294,1.683882547,1.350531188,0.600398756,1,1.38379547
143,16,A,3,65,0.367122869,0.350778684,0.283757892,0.383866127,0.350488557,0.350448689,1,1.367118527
