,Sub,Version,Type,ID,RT1,RT2,RT3,RT4,RT5,RT6,Ans,AnsSpeed
157,6,A,3,48,0.433723274,0.417150934,0.417293432,0.383756786,0.467085054,0.400387546,1,0.983809759
158,6,A,1,53,0.383806522,0.416950017,0.350603029,0.400392677,0.43386814,0.60047415,1,3.717313011
159,6,A,3,30,0.400485044,0.383825075,0.3337378,0.333872797,0.400572279,0.600598489,1,4.133908955
160,6,A,2,18,0.517026279,0.500492623,0.500411309,0.467099264,0.650601292,,1,5.26732726
161,6,A,3,29,0.500464597,0.300468781,0.450532846,0.40036702,0.350378033,0.333502936,1,5.233854956
162,6,A,1,51,0.367144974,0.35045461,0.333846745,0.333692406,0.350573819,0.333703853,0,3.767571203
163,6,A,3,24,0.433861035,0.417166724,0.367510889,0.383826654,0.350522504,0.33366438,1,1.783896047
164,6,A,2,19,0.400499649,0.367183263,0.366988661,0.367134711,0.900419519,1.883815601,1,8.967390575
165,6,A,3,43,0.367174184,0.283481581,0.283831311,0.267176079,0.300575358,0.400463334,1,1.017147066
166,6,A,2,23,0.350646054,0.350514609,0.383766655,0.333849903,0.333800562,1.167155079,1,2.03383664
167,6,A,1,52,0.367171816,0.350347639,0.350479478,0.367034844,0.333799772,2.617155434,0,3.066999082
168,6,A,2,3,0.483718182,0.400503991,0.383378635,0.383787575,0.433868929,2.600403098,1,4.550348981
169,6,A,3,10,0.383850337,0.367248788,0.333620565,0.500643804,0.400142024,0.350326323,1,1.767156737
170,6,A,3,8,0.367185631,0.400142024,0.383799812,0.367118132,0.400503202,0.367189184,1,2.884024019
171,6,A,3,9,0.334170029,0.317147303,0.350439611,0.333790299,0.350467636,0.517105225,1,1.800393783
172,6,A,3,1,0.46719321,0.333802141,0.350526057,0.350541846,0.367109843,0.333533725,1,4.400554122
173,6,A,2,2,0.333911876,0.283735787,0.333797009,0.317097962,0.333825035,,1,4.117363457
174,6,A,1,42,0.350475531,0.300462071,0.30051378,0.33382543,0.33384793,1.000525385,1,1.850545398
175,6,A,1,37,0.350481057,0.333826219,0.317065594,0.317069541,0.650570108,1.333879508,0,1.633885271
176,6,A,2,16,0.583761286,0.483982256,0.683861232,0.600431519,0.600492702,0.73388535,1,3.600267706
177,6,A,1,43,0.733305886,0.583797207,0.617366615,0.733759431,0.733775615,1.033707564,1,3.000528149
178,6,A,3,4,0.767118843,0.383926915,0.550570424,0.517471929,0.450532451,0.400102551,1,2.683972151
179,6,A,3,3,0.383911126,0.500438545,0.550487531,0.383870074,0.417190013,0.417178566,1,1.150534188
180,6,A,3,40,0.533818088,0.367587466,0.417020279,0.533906507,0.517130093,0.633837509,1,2.100535727
181,6,A,2,26,0.450509162,0.367084975,0.383957309,0.483599368,0.533838219,3.867374312,0,14.0337948
182,6,A,2,32,0.600592963,0.467078738,0.46722242,1.633783036,0.467110317,1.88410178,1,1.283744076
183,6,A,3,16,0.750495583,0.483873311,0.48377976,0.450620476,0.433941559,0.482757804,1,1.484836452
184,6,A,3,39,0.383885468,0.483775812,0.417139093,0.417052647,0.433778536,0.65001946,1,1.100498228
185,6,A,3,20,0.433820772,0.400469255,0.367075896,0.367270103,0.450523372,0.600537701,1,0.83381122
186,6,A,1,57,0.417162382,0.417162776,0.517233907,0.483922652,0.566873558,1.267248314,1,1.050345428
187,6,A,3,55,0.333820693,0.367007213,0.450541135,0.433776957,0.567166053,0.783863285,1,2.233759036
188,6,A,1,62,0.550463452,0.567112369,1.317147303,0.467091764,0.567256446,0.583927468,1,2.550641081
189,6,A,2,30,0.400493333,0.516810756,0.467214131,0.617176355,1.084051018,0.91723817,1,1.866858005
190,6,A,1,63,0.417162382,0.46704716,0.517216933,1.617157408,1.083934178,0.717209986,1,1.983626604
191,6,A,3,60,0.433873666,0.400423071,0.367056555,0.383756392,0.417078304,0.433759984,1,1.00046065
240,7,A,3,55,0.817124014,0.683839127,0.517147856,0.533492041,0.450502057,0.400420308,1,1.017070094
241,7,A,2,32,0.500499728,0.733423911,0.483737524,0.617111619,0.667104948,0.61717675,1,1.73381272
242,7,A,3,40,0.53384414,0.517176671,0.550585029,0.633759352,0.517075225,0.517253643,1,1.916745152
243,7,A,1,62,0.600445729,0.583751418,0.567181447,1.000450387,0.683801628,0.850663817,1,2.617134514
244,7,A,1,63,0.533932165,0.567035792,0.617160566,0.533974796,0.667235209,0.833457542,1,2.783907494
245,7,A,3,60,0.533876113,0.500464202,0.51714154,0.483797523,0.483917126,0.567138421,1,1.649979592
246,7,A,1,57,0.533874534,0.533767957,0.550497399,0.634076715,0.533857561,1.168260718,1,5.367455232
247,7,A,3,16,0.517076015,0.48380818,0.567069344,0.433887481,0.583805891,0.667107712,1,1.600092051
248,7,A,3,39,0.501367344,0.550098722,0.517050357,0.567075265,0.617074515,0.567073686,1,1.317277169
249,7,A,3,20,0.617086751,0.517122593,0.483846864,0.500585384,0.467211762,0.600474544,1,1.100488755
250,7,A,2,30,0.467147816,0.467211368,0.500466571,0.684032939,0.533473489,0.617118724,1,2.550483978
251,7,A,2,26,0.516661943,0.533879666,0.500462623,0.500500912,0.800177076,0.700501465,1,3.533935323
252,7,A,2,18,0.550290166,0.483756471,0.450471268,0.550834498,0.617159776,0.533716248,1,4.517454561
253,7,A,3,24,0.45076771,0.400743197,0.384031913,0.400516228,0.417006858,0.583759313,1,1.333806878
254,7,A,1,53,0.367301682,0.433831035,0.43380893,0.467137553,0.400449124,0.61721267,1,2.750382691
255,7,A,3,48,0.433896955,0.400369783,0.433827483,0.450130221,0.48387489,0.40043294,1,1.334168845
256,7,A,2,23,0.433871298,0.633838693,0.533887166,0.550344244,0.467074396,0.633881324,0,1.767265288
257,7,A,1,52,0.533766378,0.567586835,0.617166487,0.550535688,0.550541609,0.567132895,1,2.783886574
258,7,A,1,51,0.617151092,0.533691774,0.617238328,0.717170513,0.666829427,0.550476084,1,1.983879232
259,7,A,3,43,0.584012729,0.517278511,0.617177934,0.483839759,0.467550441,0.433826693,1,1.150549977
260,7,A,2,19,0.517200749,0.617155829,0.650313139,0.500588148,0.517226802,0.767069107,0,2.567236315
261,7,A,3,30,0.634729203,0.634002111,0.583861942,0.583715892,0.383814417,0.683978467,0,1.600823486
262,7,A,3,29,0.617070567,0.633941323,0.633881718,0.60039994,0.80011984,0.633373701,1,1.617259643
263,7,A,3,28,0.533765984,0.667131395,0.600413361,0.517180223,0.633792904,0.567199605,1,1.600128761
264,7,A,1,43,0.700471071,0.517219302,0.583784181,0.516743652,0.467164789,0.517123777,1,1.850490926
265,7,A,3,1,0.533395727,0.567088291,0.517198776,0.533436779,0.467257946,0.467134001,1,1.183882942
266,7,A,3,10,0.583884442,0.550477268,0.550389243,0.633984348,0.467173474,0.784047229,1,1.367079449
267,7,A,3,3,0.46730255,0.533776641,0.500464992,0.517154171,0.533934139,0.483823969,1,1.633904218
268,7,A,1,37,0.617106488,0.550640291,0.60047336,0.583490107,0.683782681,0.616691627,1,2.233937849
269,7,A,1,42,0.5671625,0.517355878,0.517267459,0.550470952,0.500674593,0.633722642,1,2.667030739
270,7,A,3,8,0.466880584,0.517089436,0.500770513,0.533847298,0.433759589,0.483781339,1,1.450637844
271,7,A,2,16,0.584002466,0.517172724,0.517159303,0.516794178,0.383883889,0.566796191,1,2.700523175
272,7,A,3,4,0.433840903,0.450507978,0.400370967,0.550527793,0.450545083,0.383744944,1,1.283699472
273,7,A,2,3,0.517179434,0.500566437,0.516998648,0.483809364,0.433898534,0.600624936,1,2.967368075
274,7,A,3,9,0.467165184,0.450389559,0.383916257,0.450254956,0.33384043,0.700553174,1,1.233707721
275,7,A,2,2,0.600487176,0.533813351,0.500585384,0.517194434,0.500428282,0.517073252,1,4.917125277
276,7,A,2,25,0.583831943,0.533777036,0.483972783,0.467180184,0.383884679,0.601419133,1,2.567099343
277,7,A,3,33,0.46715729,0.500425124,0.433741037,0.500351704,0.500488676,0.483596605,1,1.017239828
278,7,A,1,54,0.516796941,0.366993792,0.51714825,0.467153342,0.417211723,0.517118646,1,3.517235091
279,7,A,3,65,0.383759944,0.417142645,0.383770602,0.367289445,0.350344481,0.400502017,1,0.933778141
280,7,A,1,48,0.450368244,0.450437716,0.450437321,0.550488715,0.400480702,1.167172447,1,1.267115685
281,7,A,3,35,0.450480742,0.417142645,0.466930715,0.467070844,0.417184092,0.433803799,1,0.883792312
282,7,A,1,34,0.467371233,0.48382239,0.467257946,0.450222983,0.48380818,0.550426742,1,1.484097123
283,7,A,2,17,0.46710558,0.417278432,0.400545832,0.483745023,0.433819193,0.517065752,0,1.850575003
284,7,A,3,14,0.56703895,0.767075423,0.500571174,0.617119514,0.51709812,0.483987782,1,1.283768944
285,7,A,3,15,0.483768707,0.533342044,0.517222459,0.517175487,0.53407782,0.617459771,1,1.050814762
286,7,A,3,63,0.467090185,0.48381568,0.450536398,0.450473636,0.466860847,0.433827483,0,3.633751852
287,7,A,2,33,0.917144619,0.633794878,0.717348536,0.567119869,1.050515557,0.483805417,1,1.433730774
1008,8,A,2,3,0.534369131,0.635885367,0.635180774,0.81831373,1.05111673,1.733897587,1,2.568422083
1009,8,A,3,9,0.668263875,0.517750608,0.416705284,0.46752873,0.417036857,0.434449182,1,1.434905095
1010,8,A,3,8,0.634133951,0.583153797,0.551554091,0.533117442,0.518449675,0.433731168,1,0.915596883
1011,8,A,2,16,0.467227946,0.484661191,0.417179355,0.483459634,0.450626002,0.450281008,1,1.402277118
1012,8,A,2,2,0.533249677,0.549680308,0.683679656,1.151720746,0.766827532,0.716881966,1,3.267120817
1013,8,A,1,43,0.633603039,0.618507384,0.883803759,0.800218128,0.633983559,1.168469924,1,1.216098032
1014,8,A,3,10,0.616831361,0.532736133,0.467928987,0.71714604,0.449165502,0.435315614,1,1.06685619
1015,8,A,1,37,0.516299186,1.300038131,0.600718093,0.618275678,0.683461765,0.700045552,1,1.40170397
1016,8,A,3,1,0.467113475,0.650361296,0.582911433,0.501143532,0.566143702,0.501169585,1,1.766783717
1017,8,A,3,4,0.551781061,0.550215167,0.649713939,0.78296409,0.802080858,0.601543868,1,2.850359481
1018,8,A,3,3,0.450233246,0.566590142,0.482540703,0.433635249,0.500858143,0.584934029,1,2.249456654
1019,8,A,1,42,0.416074111,0.483532264,0.584290224,0.800708382,0.715674487,0.539773378,1,0.799798925
1020,8,A,3,28,0.750487294,0.58254315,0.535047277,0.667443232,0.583921547,0.467147027,1,1.285220366
1021,8,A,3,43,0.550630028,0.551674089,0.450553372,0.515632488,0.450206799,0.517365352,1,0.851937216
1022,8,A,2,23,0.499735136,0.501635366,0.583775497,0.583552079,0.582867223,0.518241257,0,1.133737642
1023,8,A,3,30,0.601382818,0.667072975,0.650580371,0.467931355,0.500816696,0.434845886,1,1.017045226
1024,8,A,2,19,0.450657186,0.450682448,0.650508531,0.666891005,0.51839757,0.482838724,1,2.285768251
1025,8,A,3,29,0.650688922,0.517505481,0.500792618,0.465918233,0.518140996,0.41714304,1,0.684278067
1026,8,A,1,51,0.417320668,0.484135017,0.550377796,0.667318892,0.666849953,0.932819737,1,2.251341489
1027,8,A,2,18,0.400556885,0.482518992,0.58494745,0.516645759,0.566981714,0.634088557,1,2.467835041
1028,8,A,3,24,0.434839175,0.517215354,0.468294901,0.434263659,0.433720905,0.567897092,1,1.612900246
1029,8,A,3,48,0.500946957,0.434998251,0.518360466,0.416393448,0.501182611,0.416165294,1,1.333724379
1030,8,A,1,53,0.401696865,0.40071004,0.417075541,0.399697953,0.516708126,0.666994029,1,2.650964444
1031,8,A,1,52,0.982762541,0.434141687,0.584729164,0.651214702,0.766788059,0.949596547,1,1.468594501
1032,8,A,2,33,0.601486237,0.684072018,0.785129183,0.883668762,0.766780559,1.184724506,1,4.032994287
1033,8,A,3,35,0.551936584,0.58516613,0.417057778,0.383898889,0.465820339,0.534937542,1,0.749092713
1034,8,A,2,25,0.467321102,0.499953027,0.56871221,1.05181856,0.515693671,0.667112448,1,0.95103889
1035,8,A,2,17,0.568486819,0.482437283,0.400563201,0.633529225,0.467742674,0.599535482,1,1.202023543
1036,8,A,3,15,0.467420574,0.400554911,0.467412285,0.402154751,0.466863216,0.467827146,1,0.850352375
1037,8,A,3,65,0.566147649,0.466964661,0.537743282,0.551702115,0.515657356,0.399636375,1,0.684589903
1038,8,A,1,48,0.466712429,0.535038198,0.516920491,0.667244288,0.467188473,0.732771422,1,1.750754131
1039,8,A,1,54,0.666696008,0.618542515,0.817977025,0.818233205,0.982554913,1.916109637,1,2.535371745
1040,8,A,3,14,0.450727842,0.483824759,0.568349453,0.466597957,0.535019646,0.433786431,1,1.08363221
1041,8,A,1,34,0.517388641,0.517829554,0.46714979,0.567489731,0.517316405,0.584215226,1,1.217061962
1042,8,A,3,63,0.517655873,0.517418246,0.517458508,0.450667054,0.46701795,0.535034645,1,0.868248639
1043,8,A,3,33,0.500868011,0.566619746,0.500913405,0.566226201,0.566420803,0.467726885,1,1.184354644
1044,8,A,3,60,0.533684669,0.51739693,0.501116691,0.499103963,0.518155996,0.349698308,1,0.934119188
1045,8,A,3,16,0.41715725,0.467319918,0.401690944,0.433586303,0.467074002,0.517559559,1,1.000371836
1046,8,A,1,63,0.518443754,0.50025618,0.483316347,0.501145901,0.517678767,0.550436611,1,1.63249148
1047,8,A,3,20,0.451082705,0.433990111,0.501271425,0.417115803,0.45098639,0.767484363,1,0.801050218
1048,8,A,1,62,0.517572585,0.517269827,0.566486722,0.751568459,1.716864597,0.950915339,0,4.31830544
1049,8,A,2,32,0.818679644,0.450206404,0.600598884,1.218104444,0.749980856,1.033152968,1,1.650703527
1050,8,A,3,55,0.783925652,0.566164623,0.434416814,0.568285507,0.583279321,0.48415949,1,0.934695099
1051,8,A,2,26,0.582793014,1.050578713,0.900230049,0.850468821,0.818522542,0.617562006,1,0.900479123
1052,8,A,3,40,0.434136556,0.534851885,0.43416695,0.34959331,0.517509428,0.417377115,1,1.100822696
1053,8,A,2,30,0.483473055,0.467957012,0.582971827,0.551550538,0.467406364,0.651749167,1,2.184787268
1054,8,A,3,39,0.517805476,0.452036767,0.549602941,0.551657116,0.482862407,0.401801468,1,0.717878658
1055,8,A,1,57,0.467568598,0.699842266,0.468396347,0.735285062,0.833030049,1.234239817,0,2.249611783
624,9,A,3,1,0.80160284,1.399641112,0.968431083,0.800377599,0.850528425,1.017824028,1,2.000249469
625,9,A,1,37,0.916808704,1.166799033,1.017247722,1.500097104,1.083713129,2.58505679,1,2.14923829
626,9,A,3,9,0.733905876,0.966972951,1.484671849,0.749978487,0.635132223,0.801298503,1,2.017015226
627,9,A,2,16,1.099530745,0.951575327,0.933981822,0.835005278,0.833851087,1.049090977,1,4.301053771
628,9,A,3,10,0.834875806,0.750928602,0.918454333,1.649394603,0.517558375,1.134262633,1,2.31584351
629,9,A,1,43,0.950274693,1.617341352,2.143357209,1.53413703,1.13370409,1.583720234,1,1.749321657
630,9,A,2,2,1.067245788,1.433281571,1.217156698,0.818286888,0.667163763,1.3343445,1,1.868152325
631,9,A,3,4,0.900558859,0.867293787,0.883848758,1.183838732,0.950648896,1.050886998,1,1.133736853
632,9,A,1,42,1.183508343,1.03328836,1.283832496,1.317139803,1.200471465,1.13371159,1,1.383937178
633,9,A,3,8,1.450519425,1.083494054,0.983737918,0.983758444,1.116985701,0.833856219,1,2.017176276
634,9,A,3,3,0.833601618,1.116982148,0.951242965,1.699721084,0.865892496,1.03366217,1,1.801696391
635,9,A,2,3,1.250398875,1.166867716,1.200986193,1.08339853,0.950861656,1.615874141,1,2.217477613
636,9,A,1,52,0.850598687,0.784382749,1.01595064,1.151085626,1.100135077,1.417285143,1,1.683418345
637,9,A,1,51,1.349286605,1.649440391,1.134975515,1.432404481,0.434368262,1.417163566,1,3.01758048
638,9,A,3,28,0.8017781,1.083332215,0.749738097,0.716515656,0.650234983,0.667472837,1,1.415929245
639,9,A,3,30,0.717060778,0.699914107,1.183728603,0.832462033,0.967404785,0.950751131,1,2.434567601
640,9,A,3,24,0.801223899,0.934092741,1.015587094,0.716827098,0.916803967,1.118368834,1,1.13387935
641,9,A,3,43,1.066863295,0.800493649,0.883833759,0.683805575,0.700486465,0.700459623,1,1.617049252
642,9,A,3,29,0.95072429,0.750102432,0.866807875,0.73377522,0.683774391,0.783890521,1,1.517087462
643,9,A,2,23,0.633779878,0.867052213,0.750522425,1.100525859,1.017278906,0.867361681,1,3.850253298
644,9,A,2,19,0.783781575,1.183839916,0.633820141,1.11717675,0.583891152,1.833858587,1,3.350410006
645,9,A,2,18,0.700631726,0.900452676,1.333816746,1.317130724,0.567142369,1.967176631,1,1.833783589
646,9,A,3,48,0.717168539,0.700722908,0.63407711,0.767167395,0.917160013,0.767070686,1,1.117128987
647,9,A,1,53,0.633919218,1.567117896,1.300478255,1.083897073,0.933802615,1.083677604,1,2.683792154
648,9,A,2,30,0.883775733,1.167159421,1.050476084,0.73345391,0.483876468,2.933888666,1,2.45056995
649,9,A,1,57,0.700563043,1.483743445,1.550331613,0.934012611,0.833947007,1.567321181,1,2.033923086
650,9,A,3,40,0.817098751,0.58367563,0.71737972,0.783790654,0.700397651,0.900434124,1,1.900509517
651,9,A,3,16,0.900569516,0.900404519,0.967114264,0.567533546,0.633811062,0.767092001,1,2.933894587
652,9,A,1,62,0.717128672,0.850425006,1.300847327,0.934011821,1.400501623,1.433801036,1,2.850568293
653,9,A,3,55,1.100119287,1.434107741,1.200418177,0.900517017,0.883806128,0.933830246,1,1.117081225
654,9,A,3,20,0.600446124,0.750515715,0.983808575,0.800516938,0.900553727,1.783971046,1,1.383775733
655,9,A,2,32,1.017113514,0.967113869,0.96712808,1.233450358,0.817295721,1.533807825,1,1.967139921
656,9,A,1,63,0.683809522,2.150581556,1.9838816,1.883990072,,3.267097922,1,3.51708312
657,9,A,2,26,1.400505965,1.350473952,1.200756855,0.683948072,0.633898297,1.133778299,1,3.617172013
658,9,A,3,39,2.500517491,1.350443953,0.883822312,0.767105817,0.833757536,0.68383439,1,1.417129224
659,9,A,3,60,0.75052953,0.650540504,1.133479489,0.983747392,1.016888123,1.000286969,1,1.683779918
660,9,A,1,48,1.083786944,1.250485715,0.817144145,0.683731761,0.683872284,1.133714748,1,1.467237814
661,9,A,3,14,0.71706591,0.700557516,0.783769734,0.583781812,0.600435466,0.833714906,1,0.900143603
662,9,A,2,25,0.483799101,0.683947283,0.650432742,0.700538175,0.650193536,0.817176908,1,1.333798588
663,9,A,3,35,0.567355918,0.683748339,0.750473478,0.833759905,0.850608555,1.083426555,1,0.950559293
664,9,A,1,54,0.834078057,1.000510386,0.983923836,1.01726509,0.867206947,1.667152316,1,3.400221759
665,9,A,2,33,0.71717525,0.783815917,0.717191434,0.733785089,0.767191473,1.367215236,1,1.083687867
666,9,A,3,15,0.767200157,1.000461834,0.800674435,0.767048581,0.917205802,0.833769378,1,1.983776997
667,9,A,3,33,0.767148842,0.767091607,1.217374983,0.750651896,0.517071673,0.650543267,1,0.966162965
668,9,A,2,17,0.80039023,1.017165618,1.383708235,0.883812838,0.600465071,1.133814614,1,2.833849114
669,9,A,1,34,0.733866798,1.233766931,1.050564898,0.900472807,0.850516978,1.067119869,1,1.300488123
670,9,A,3,65,0.933744984,1.149133292,0.917437114,0.850645265,0.817234143,0.96728834,1,1.433795904
671,9,A,3,63,0.950486268,1.033892297,1.033796773,1.017032989,0.917159224,0.883957704,1,2.450536793
864,10,A,1,37,1.083902994,0.700674751,0.783986046,0.73386364,0.434011427,0.566779612,1,7.116995964
865,10,A,1,43,0.449920225,0.500210391,0.433849193,0.550189115,0.417193565,0.550100301,1,2.667166132
866,10,A,3,1,0.40044044,0.53396177,0.466935057,0.332878473,0.350721053,0.383738234,1,5.100574016
867,10,A,3,10,0.467109527,0.400566358,0.417261064,0.600412572,0.417081462,0.350475926,1,1.617175566
868,10,A,1,42,0.433231835,0.417119356,0.467207815,0.517168776,0.533869008,3.250181378,1,1.300170365
869,10,A,3,3,0.317004016,0.467236236,0.400433334,0.367069975,0.350519741,0.500446439,1,1.550551477
870,10,A,2,3,0.43384643,0.400619647,0.400736882,1.500977746,0.433397227,0.40051978,1,2.833800957
871,10,A,3,8,0.38378047,0.350447505,0.350476715,0.350519346,0.400098209,0.300107603,1,1.550459505
872,10,A,2,16,0.367125632,0.367244841,0.333406622,0.883792312,0.400523728,0.433661696,1,6.01681944
873,10,A,3,4,0.401501079,0.317423614,0.283899205,0.450466137,0.300451413,0.433828272,1,1.350614476
874,10,A,3,9,0.417313563,0.400572279,0.366908136,0.433863798,0.367204183,0.467037292,1,1.383923362
875,10,A,2,2,0.317106251,0.400370572,0.333734642,0.583959441,0.415993192,0.500894458,1,1.550619765
876,10,A,3,65,0.533747826,0.367113001,0.350498425,0.283806049,0.300429703,0.400576227,1,1.133818956
877,10,A,3,35,0.35033777,0.333780036,0.28393631,0.400375309,0.33384714,0.400378072,1,5.083871416
878,10,A,1,48,0.400509912,0.35046211,0.317050199,0.317088093,0.433852745,0.317440587,1,1.233811141
879,10,A,2,33,0.383799022,0.300509833,0.400473597,0.333867666,0.350590397,0.350278561,1,3.783838417
880,10,A,3,15,0.383750471,0.367198263,0.3504704,0.300486544,0.350494873,0.633881718,1,1.483816075
881,10,A,3,14,0.383854285,0.300508649,0.367161553,0.383784417,0.400496097,0.400393861,1,0.800507859
882,10,A,2,25,0.417120935,0.467411101,0.433763931,0.433848008,0.417168303,1.950742447,1,1.48362542
883,10,A,3,63,0.351227492,0.317374667,0.350540267,0.317132303,0.300517728,0.317077041,1,0.950517057
884,10,A,1,54,0.533790852,1.733809562,0.717162618,0.86703366,0.517222459,1.217123935,1,1.017154171
885,10,A,2,17,0.383754418,0.350477505,0.38375126,0.333856219,0.367195105,0.550519899,0,1.467065318
886,10,A,1,34,0.467037292,0.333928454,0.350049223,0.400501228,0.400548596,0.533776247,0,5.467321892
887,10,A,3,33,0.833734642,0.70045686,0.367116553,0.283480397,0.317199407,0.850707238,1,1.267130685
888,10,A,3,55,0.417088962,0.400478334,0.350485399,0.467144264,0.41722988,0.617124251,1,1.083804707
889,10,A,1,63,0.51712733,0.600534543,0.667208368,0.550515557,1.333971085,0.550562924,1,2.700469097
890,10,A,3,16,0.433614328,0.317144145,0.300484176,0.317185986,0.317111382,0.383849548,1,1.100423624
891,10,A,3,60,0.433626565,0.33390635,0.367241683,0.400514649,0.467125711,0.56711079,1,0.783655262
892,10,A,3,40,0.317109409,0.283836048,0.35030106,0.33377372,0.350565135,0.383826654,1,4.184230304
893,10,A,1,62,0.63382843,0.417161987,0.400517412,0.433880376,0.533867824,0.483391345,1,8.033891508
894,10,A,1,57,0.400091498,0.367093659,0.317164276,0.416749889,0.750604134,0.583833522,1,7.217398272
895,10,A,2,30,0.383719682,0.350360665,0.367164316,0.634033689,1.050379375,0.500068683,1,1.48380818
896,10,A,2,26,0.383838101,0.300402072,0.449422865,0.518115733,0.383930468,0.467065712,0,7.117430166
897,10,A,3,20,0.383763102,0.317445324,0.634030926,0.383426397,0.317219144,0.567348023,1,0.900494518
898,10,A,2,32,0.40050557,0.300530754,0.36702616,1.733751142,0.333855824,0.600642304,1,1.100463097
899,10,A,3,39,0.367233394,0.400561227,0.250459663,0.317172566,0.300462466,0.300434045,0,5.117076883
900,10,A,3,43,0.617312537,0.383851522,0.417234617,0.417023042,0.367217604,0.567264735,1,4.034300053
901,10,A,2,18,0.65053103,0.483767128,0.417220802,0.433805378,0.517222854,0.483831469,1,1.583713919
902,10,A,1,51,0.283714471,0.35046211,0.450561661,0.81717296,0.4671715,0.71680302,1,5.95068087
903,10,A,3,28,0.350436058,0.467209394,0.350121064,0.300113524,0.317258222,0.367046686,1,1.917341194
904,10,A,1,53,0.367239709,0.317203355,0.333711748,0.617219381,0.467165974,0.933781694,1,1.333954112
905,10,A,3,48,0.367250762,0.333855429,0.333872403,0.31718046,0.367218394,0.26708687,1,0.833770562
906,10,A,2,19,0.317084541,0.583757734,0.917246459,0.517133645,0.333929639,0.500434992,1,3.834683573
907,10,A,3,29,0.25050782,0.467160842,0.3173198,0.333772536,0.250477821,0.28377447,1,0.984232515
908,10,A,1,52,0.450539951,0.700416598,0.317165066,0.350567108,0.38373626,0.400597542,1,2.450693106
909,10,A,2,23,0.350603818,0.300477071,0.41711304,0.900455834,0.317269274,0.566845927,1,5.583854048
910,10,A,3,30,0.383810864,0.283789075,0.850688685,0.300447861,0.300588779,0.467217683,1,1.100707435
911,10,A,3,24,0.384039808,0.150462347,0.533948744,0.333742537,0.333922533,0.500484728,1,1.817344668
1104,11,A,1,37,0.717087225,1.733801272,0.96705466,0.933807351,1.133914086,1.233772852,1,1.967125711
1105,11,A,3,1,0.750413874,0.667077317,0.717120777,0.667168105,0.733822983,1.000456702,0,3.033715458
1106,11,A,1,43,0.500494202,0.633794088,0.717144856,0.76710108,1.117215828,1.917163566,1,1.250381901
1107,11,A,2,16,0.917073567,0.583782996,1.017173118,0.817385325,0.983857916,1.167258893,1,3.800486149
1108,11,A,2,2,0.700471071,0.716988543,0.783291321,1.084634034,0.832946761,2.333717274,1,1.633724616
1109,11,A,2,3,0.567165263,0.650495899,0.550450426,0.717035121,0.800490491,1.100472965,0,2.300649962
1110,11,A,1,42,1.017215749,1.133717511,0.733857324,1.117163724,0.983892652,1.499088569,1,2.201673418
1111,11,A,3,10,0.750577292,0.600516386,0.933724853,0.850434084,0.717129461,0.817130724,1,1.650466294
1112,11,A,3,8,0.417173039,0.400655962,1.417214486,0.850457768,1.233867587,2.283821048,1,1.450467321
1113,11,A,3,3,0.983777786,0.917125672,0.68389281,0.867104317,0.683637025,0.816750205,1,1.700601726
1114,11,A,3,4,0.717199723,0.617120698,0.83374451,1.20067633,0.850517372,1.167134158,1,1.034036374
1115,11,A,3,9,1.050504504,0.983817259,0.600739803,0.767128316,1.000543938,1.100706645,1,1.267159105
1116,11,A,3,55,0.783897626,0.633800009,0.516814309,0.833977006,0.567173947,0.783807233,1,1.5501303
1117,11,A,3,60,0.450473636,0.667223367,0.467129659,0.583655893,0.483795154,0.767045028,1,2.217370246
1118,11,A,3,20,0.550513583,0.683870311,0.600430729,0.650492347,0.533889534,0.900460966,1,1.200070815
1119,11,A,3,39,0.400494912,0.433863008,0.533850061,0.433886297,0.483816075,1.333830561,1,1.234136003
1120,11,A,2,30,0.616829782,0.717360773,0.783874732,0.834067399,0.433891429,1.650724053,1,1.817352168
1121,11,A,1,62,0.617038989,0.767150421,1.200553174,0.700428835,0.4671715,1.583867863,0,4.117113593
1122,11,A,2,26,0.617155434,0.933852745,1.933905639,0.617151487,0.567136448,1.483803838,1,3.250417427
1123,11,A,2,32,0.417173434,1.383862179,0.9671865,1.333759115,1.16722692,2.467173079,1,1.484057255
1124,11,A,1,57,0.517232328,0.500444466,0.600491912,0.583868258,0.417234222,0.51726588,1,1.783596447
1125,11,A,3,16,0.417175802,0.600497833,0.500571964,0.450504425,0.500741697,0.533733221,1,2.700544096
1126,11,A,1,63,0.501767995,0.600499807,1.00056328,0.6334412,0.800113524,1.8671805,1,1.733855745
1127,11,A,3,40,0.517154961,0.400637805,0.80052878,0.816704811,0.633644091,0.550523451,1,1.167230078
1128,11,A,3,33,1.183722287,0.983868969,0.517065357,0.433756036,0.450448374,0.567156579,1,1.216856308
1129,11,A,3,65,0.517072857,0.467203868,0.550483978,0.467216894,0.500477228,0.550442926,1,1.250724921
1130,11,A,3,35,0.550477268,0.633810272,0.667119948,0.667139685,0.600607963,0.900496097,1,1.467040844
1131,11,A,3,15,0.63392356,0.667134158,0.467147421,0.550123195,0.600442176,1.100494281,1,1.417109488
1132,11,A,3,14,0.433755247,0.43378051,0.517050357,0.500541964,0.717096699,0.68410557,1,2.000824591
1133,11,A,1,34,0.467227946,0.550490294,0.666994819,0.817153224,0.783939073,2.583824048,1,1.40024268
