,Unnamed: 0,Sub,Version,Type,ID,RT1,RT2,RT3,RT4,RT5,RT6,Ans,AnsSpeed
286,599,6,A,3,39,0.383885468,0.483775812,0.417139093,0.417052647,0.433778536,0.65001946,1,1.100498228
287,713,6,A,3,20,0.433820772,0.400469255,0.367075896,0.367270103,0.450523372,0.600537701,1,0.83381122
288,821,6,A,1,57,0.417162382,0.417162776,0.517233907,0.483922652,0.566873558,1.267248314,1,1.050345428
289,832,6,A,3,55,0.333820693,0.367007213,0.450541135,0.433776957,0.567166053,0.783863285,1,2.233759036
290,909,6,A,1,62,0.550463452,0.567112369,1.317147303,0.467091764,0.567256446,0.583927468,1,2.550641081
291,1012,6,A,2,30,0.400493333,0.516810756,0.467214131,0.617176355,1.084051018,0.91723817,1,1.866858005
292,1014,6,A,1,63,0.417162382,0.46704716,0.517216933,1.617157408,1.083934178,0.717209986,1,1.983626604
293,1066,6,A,3,60,0.433873666,0.400423071,0.367056555,0.383756392,0.417078304,0.433759984,1,1.00046065
294,1231,7,A,3,55,0.817124014,0.683839127,0.517147856,0.533492041,0.450502057,0.400420308,1,1.017070094
295,1237,7,A,2,32,0.500499728,0.733423911,0.483737524,0.617111619,0.667104948,0.61717675,1,1.73381272
296,1317,7,A,3,40,0.53384414,0.517176671,0.550585029,0.633759352,0.517075225,0.517253643,1,1.916745152
297,1400,7,A,1,62,0.600445729,0.583751418,0.567181447,1.000450387,0.683801628,0.850663817,1,2.617134514
298,1408,7,A,1,63,0.533932165,0.567035792,0.617160566,0.533974796,0.667235209,0.833457542,1,2.783907494
299,1475,7,A,3,60,0.533876113,0.500464202,0.51714154,0.483797523,0.483917126,0.567138421,1,1.649979592
300,1613,7,A,1,57,0.533874534,0.533767957,0.550497399,0.634076715,0.533857561,1.168260718,1,5.367455232
301,1617,7,A,3,16,0.517076015,0.48380818,0.567069344,0.433887481,0.583805891,0.667107712,1,1.600092051
302,1717,7,A,3,39,0.501367344,0.550098722,0.517050357,0.567075265,0.617074515,0.567073686,1,1.317277169
303,1814,7,A,3,20,0.617086751,0.517122593,0.483846864,0.500585384,0.467211762,0.600474544,1,1.100488755
304,1815,7,A,2,30,0.467147816,0.467211368,0.500466571,0.684032939,0.533473489,0.617118724,1,2.550483978
305,1836,7,A,2,26,0.516661943,0.533879666,0.500462623,0.500500912,0.800177076,0.700501465,1,3.533935323
306,1988,7,A,2,18,0.550290166,0.483756471,0.450471268,0.550834498,0.617159776,0.533716248,1,4.517454561
