Sentences,Question,word5,word4,word6,word1,word3,Ans,word2,lenth,Type,ID,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,key_resp_12.keys,key_resp_12.rt,Atests1.keys,Atests1.rt,Atests2.keys,Atests2.rt,Atests3.keys,Atests3.rt,Atests4.keys,Atests4.rt,Atests5.keys,Atests5.rt,Atests6.keys,Atests6.rt,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,expName,participant,version,Grade,Gender,frameRate,session,date,
助手賄賂小吳批評的評論家,助手賄賂評論家？,的,批評,評論家,助手,小吳,f,賄賂,12,2,29,0,0,0,4,space,0.533955905972,space,0.304337442896,space,0.306935574468,space,0.353918651088,space,0.366996150171,space,0.417090116323,space,0.733725066206,j,0,2.53029160099,SPR,38,B,,m,49.2120772984,001,2017_01_20_1023,
小明昨天吃了一碗美味的小米粥,昨天沒吃小米粥?,的,美味,小米粥,小明,吃了一碗,j,昨天,12,3,58,0,1,1,17,space,0.323737377925,space,0.283766730257,space,0.350551185204,space,0.41705222197,space,0.568634765146,space,0.350410660312,space,0.550527185447,j,1,2.52402837498,SPR,38,B,,m,49.2120772984,001,2017_01_20_1023,
朋友毆打駕駛員碰見的盜賊,朋友幫助盜賊？,的,碰見,盜賊,朋友,駕駛員,j,毆打,12,2,32,0,2,2,7,space,0.217109774019,space,0.290548240499,space,0.217052537759,space,0.543625676424,space,0.440401853824,space,0.533721434665,space,1.0971867785,j,1,1.92328327726,SPR,38,B,,m,49.2120772984,001,2017_01_20_1023,
法官偏袒詆毀代理商的律師,律師詆毀代理商？,的,代理商,律師,法官,詆毀,f,偏袒,12,1,61,0,3,3,12,space,0.200444548127,space,0.300458008518,space,0.267059662685,space,0.433991787189,space,0.440267644657,space,1.05832217226,space,0.543568834895,f,1,1.83390786699,SPR,38,B,,m,49.2120772984,001,2017_01_20_1023,
教授排斥支持小林的研究員,研究員不支持小林？,的,小林,研究員,教授,支持,j,排斥,12,1,64,0,4,4,15,space,0.200448890189,space,0.170587350629,space,0.35143222891,space,0.266978347719,space,0.550447449414,space,0.433422977161,space,1.22389878418,j,1,3.36896863019,SPR,38,B,,m,49.2120772984,001,2017_01_20_1023,
大叔喜歡孩子親近的阿姨,大叔喜歡阿姨？,的,親近,阿姨,大叔,孩子,f,喜歡,11,2,27,0,5,5,2,space,0.167053307487,space,0.250456804582,space,0.217060827146,space,0.310077253165,space,0.333698855946,space,0.300431166685,space,0.877040719455,f,1,1.05031027975,SPR,38,B,,m,49.2120772984,001,2017_01_20_1023,
警衛攔住責備治療師的婦女,婦女沒責備治療師？,的,治療師,婦女,警衛,責備,j,攔住,12,1,62,0,6,6,13,space,0.166956992673,space,0.166954624276,space,0.373791870792,space,0.283698836209,space,0.383706770339,space,1.06711760947,space,1.26703400505,j,1,0.997146081545,SPR,38,B,,m,49.2120772984,001,2017_01_20_1023,
我今天學會了一個新的技能,我沒學會技能?,新的,一個,技能,我,學會了,j,今天,12,3,60,0,7,7,19,space,0.150515185569,space,0.35706111925,space,0.267016242073,space,0.183934452243,space,0.316911262871,space,0.273827752009,space,0.303903631502,j,1,1.23049358579,SPR,38,B,,m,49.2120772984,001,2017_01_20_1023,
朋友們推薦了許多好聽的歌曲,朋友推薦了歌曲?,的,好聽,歌曲,朋友們,許多,f,推薦了,13,3,57,0,8,8,16,space,0.177079521694,space,0.216992143633,space,0.200448890189,space,0.333703198006,space,0.220608685937,space,0.320467411055,space,0.933722382022,f,1,1.04025090798,SPR,38,B,,m,49.2120772984,001,2017_01_20_1023,
海關扣留侮辱空服員的旅客,海關扣留空服員？,的,空服員,旅客,海關,侮辱,j,扣留,12,1,58,0,9,9,9,space,0.156884594722,space,0.403583147907,space,0.200363627895,space,0.16687330931,space,0.9171096556,space,0.317086129522,space,0.419274962609,j,1,1.20059849394,SPR,38,B,,m,49.2120772984,001,2017_01_20_1023,
導演無視撞見業務員的藝人,藝人撞見業務員？,的,業務員,藝人,導演,撞見,f,無視,12,1,63,0,10,10,14,space,0.167033176111,space,0.200343891252,space,0.166771073504,space,0.307134914554,space,0.400410680051,space,0.951165231616,space,0.447083496654,f,1,1.80039544336,SPR,38,B,,m,49.2120772984,001,2017_01_20_1023,
熱鬧的夜市有很多美味的食物,夜市很多美食?,的,美味,食物,熱鬧的,有很多,f,夜市,13,3,61,0,11,11,20,space,0.150438212666,space,0.137112821356,space,0.103869605531,space,0.417078669072,space,0.167091201838,space,0.283780151174,space,0.317067971811,f,1,1.68372859907,SPR,38,B,,m,49.2120772984,001,2017_01_20_1023,
