Sub,Type,ID,Position,RT,ACC
1,1,1,2,0.25087728,1
2,2,1,2,0.433646431,1
3,1,1,2,0.250414266,1
4,2,1,2,0.383557578,1
5,1,1,2,0.633631589,1
6,2,1,2,0.333769901,1
7,1,1,2,0.350237507,1
8,2,1,2,0.523000729,1
9,1,1,2,0.200267389,1
10,2,1,2,0.717186629,1
11,1,1,2,0.450652839,1
12,2,1,2,0.783688548,1
13,1,1,2,0.220812127,1
15,1,1,2,0.272083186,1
16,2,1,2,0.324831708,1
17,1,1,2,0.192845735,1
18,2,1,2,0.479820778,1
19,1,1,2,0.425875445,1
20,2,1,2,0.523737551,1
21,1,1,2,0.50695976,1
22,2,1,2,0.568286091,1
23,1,1,2,0.550225018,1
24,2,1,2,0.550557779,1
25,1,1,2,0.553635918,1
26,2,1,2,0.527175687,1
27,1,1,2,,1
28,2,1,2,0.450397649,1
29,1,1,2,0.350468426,1
30,2,1,2,0.567127894,1
31,1,1,2,0.267357783,1
32,2,1,2,0.250071446,1
33,1,1,2,0.333691089,1
34,2,1,2,0.300291941,1
35,1,1,2,0.467038211,1
36,2,1,2,0.250396307,1
37,1,1,2,0.400222548,1
38,2,1,2,0.417062053,1
39,1,1,2,0.717048079,1
40,2,1,2,0.383771061,1
41,1,1,2,0.367211813,1
42,2,1,2,0.167066395,1
43,1,1,2,0.533775324,1
44,2,1,2,0.733731667,1
45,1,1,2,0.450355042,1
46,2,1,2,0.200525863,1
1,1,2,2,0.300595485,1
2,2,2,2,0.551595525,1
3,1,2,2,0.367414437,1
4,2,2,2,0.366951423,1
5,1,2,2,0.48575589,1
6,2,2,2,0.300295098,1
7,1,2,2,0.700099629,1
8,2,2,2,0.48363226,1
9,1,2,2,0.233976004,1
10,2,2,2,0.633911584,1
11,1,2,2,0.633929608,1
12,2,2,2,0.734039026,1
13,1,2,2,0.167029421,1
14,2,2,2,0.376442628,1
15,1,2,2,0.292577005,1
16,2,2,2,0.448743545,1
17,1,2,2,0.243898511,1
18,2,2,2,0.464191177,1
19,1,2,2,1.038433361,1
20,2,2,2,0.383763943,1
21,1,2,2,0.647262971,1
22,2,2,2,0.382584871,1
23,1,2,2,0.417205446,1
24,2,2,2,0.557027871,1
25,1,2,2,0.570624103,1
26,2,2,2,0.590976608,1
27,1,2,2,0.550147865,1
28,2,2,2,0.417098368,1
29,1,2,2,0.416620023,1
30,2,2,2,0.417073895,1
31,1,2,2,0.20042528,1
32,2,2,2,0.250484332,1
33,1,2,2,0.283787166,1
34,2,2,2,0.300486147,1
35,1,2,2,0.35038336,1
36,2,2,2,0.367123394,1
37,1,2,2,0.467279785,1
38,2,2,2,0.284697804,1
39,1,2,2,0.700437517,1
40,2,2,2,0.56681369,1
41,1,2,2,0.500401833,1
42,2,2,2,0.150404123,1
43,1,2,2,0.56703158,1
44,2,2,2,0.88252964,1
45,1,2,2,0.400043579,1
46,2,2,2,0.167157122,1
1,1,3,2,0.350677233,1
2,2,3,2,0.567236573,1
3,1,3,2,0.249933094,1
4,2,3,2,0.350237902,1
5,1,3,2,0.76698529,1
6,2,3,2,0.317088748,1
7,1,3,2,0.650378661,1
8,2,3,2,0.733652588,1
9,1,3,2,0.300549304,1
10,2,3,2,0.600205338,1
12,2,3,2,1.617474238,1
13,1,3,2,0.183784388,1
14,2,3,2,0.483119115,1
15,1,3,2,0.242866301,1
16,2,3,2,0.381321056,1
17,1,3,2,0.243860617,1
18,2,3,2,0.459189989,1
19,1,3,2,0.987397559,1
20,2,3,2,0.317121723,1
21,1,3,2,0.480403608,1
22,2,3,2,0.433869554,1
23,1,3,2,0.417100052,1
24,2,3,2,0.660173549,1
25,1,3,2,0.404026054,1
26,2,3,2,0.66572233,1
27,1,3,2,0.483738377,1
28,2,3,2,0.350505331,1
29,1,3,2,0.400445571,1
30,2,3,2,0.320492163,1
31,1,3,2,0.184002214,1
32,2,3,2,0.266766086,1
33,1,3,2,0.367086289,1
34,2,3,2,0.283885848,1
35,1,3,2,0.533064813,1
36,2,3,2,0.333983977,1
37,1,3,2,0.483743903,1
38,2,3,2,0.533743351,1
39,1,3,2,0.716987291,1
40,2,3,2,0.450512515,1
41,1,3,2,0.450570935,1
42,2,3,2,0.217183077,1
43,1,3,2,0.317056842,1
44,2,3,2,0.567168551,1
45,1,3,2,0.351936303,1
46,2,3,2,0.217187931,1
1,1,4,2,0.384042302,1
2,2,4,2,,1
4,2,4,2,0.314847884,1
5,1,4,2,0.617044775,1
6,2,4,2,0.283773414,1
7,1,4,2,0.500307887,1
8,2,4,2,0.670759589,1
9,1,4,2,0.283703089,1
10,2,4,2,0.584508176,1
13,1,4,2,0.350404477,1
16,2,4,2,0.344695149,1
17,1,4,2,0.237224076,1
18,2,4,2,0.494458826,1
21,1,4,2,0.567100703,1
24,2,4,2,0.550445675,1
25,1,4,2,0.583411129,1
27,1,4,2,0.450571725,1
28,2,4,2,0.267012001,1
29,1,4,2,0.333789904,1
32,2,4,2,0.233839822,1
33,1,4,2,0.250373808,1
35,1,4,2,0.650245837,1
36,2,4,2,0.283759929,1
39,1,4,2,0.617088263,1
40,2,4,2,0.383799876,1
41,1,4,2,0.600454017,1
42,2,4,2,0.200431991,1
43,1,4,2,0.366911819,1
44,2,4,2,0.90038715,1
45,1,4,2,0.317077445,1
46,2,4,2,0.217017801,1
1,1,5,2,0.367277467,1
2,2,5,2,0.617685022,1
3,1,5,2,0.233727586,1
4,2,5,2,0.95022456,1
5,1,5,2,0.933501171,1
6,2,5,2,0.40022531,1
7,1,5,2,0.466924265,1
8,2,5,2,0.483683574,1
9,1,5,2,0.233987056,1
10,2,5,2,0.550673249,1
11,1,5,2,0.450711653,1
12,2,5,2,0.934157207,1
13,1,5,2,0.166951659,1
14,2,5,2,0.428706425,1
15,1,5,2,0.288581581,1
16,2,5,2,0.377082874,1
17,1,5,2,0.194730556,1
18,2,5,2,0.580456762,1
19,1,5,2,0.408141555,1
20,2,5,2,0.417008868,1
21,1,5,2,0.633465819,1
22,2,5,2,0.437328217,1
23,1,5,2,0.663898657,1
24,2,5,2,0.621618656,1
25,1,5,2,0.650458346,1
26,2,5,2,1.286592964,1
27,1,5,2,0.450349098,1
28,2,5,2,0.450443043,1
29,1,5,2,0.500246706,1
30,2,5,2,0.359293563,1
31,1,5,2,0.233917979,1
32,2,5,2,0.233730088,1
33,1,5,2,0.350429938,1
34,2,5,2,0.333684773,1
36,2,5,2,0.267094105,1
37,1,5,2,0.433740903,1
38,2,5,2,0.300153391,1
39,1,5,2,0.633588302,1
40,2,5,2,0.417088894,1
41,1,5,2,0.633829481,1
42,2,5,2,0.367034185,1
43,1,5,2,0.5502501,1
44,2,5,2,0.683806823,1
45,1,5,2,0.283621863,1
46,2,5,2,0.217325298,1
1,1,6,2,0.250897806,1
2,2,6,2,0.717619971,1
3,1,6,2,0.317448344,1
4,2,6,2,0.433612484,1
5,1,6,2,0.46695387,1
6,2,6,2,0.433699719,1
7,1,6,2,0.367002342,1
8,2,6,2,0.809264474,1
9,1,6,2,0.200584751,1
10,2,6,2,0.517186866,1
11,1,6,2,0.534546487,1
12,2,6,2,0.651609025,1
13,1,6,2,0.267059499,1
14,2,6,2,0.310409971,1
15,1,6,2,0.342438101,1
16,2,6,2,0.49885095,1
17,1,6,2,0.223235354,1
18,2,6,2,0.409198634,1
19,1,6,2,0.833841741,1
20,2,6,2,0.451349972,1
21,1,6,2,0.551326722,1
22,2,6,2,0.477084681,1
23,1,6,2,0.44711763,1
24,2,6,2,0.470518669,1
25,1,6,2,0.477162839,1
26,2,6,2,0.757202028,1
27,1,6,2,0.500346571,1
28,2,6,2,0.450373571,1
29,1,6,2,0.583830364,1
30,2,6,2,0.304904342,1
31,1,6,2,0.283873216,1
32,2,6,2,0.267343968,1
33,1,6,2,0.283727167,1
34,2,6,2,0.300425754,1
35,1,6,2,0.450591461,1
36,2,6,2,0.250396307,1
37,1,6,2,0.433715641,1
38,2,6,2,0.300526804,1
39,1,6,2,0.783709799,1
40,2,6,2,0.533746509,1
41,1,6,2,0.633690536,1
42,2,6,2,0.217058737,1
43,1,6,2,0.333607012,1
44,2,6,2,1.017069237,1
45,1,6,2,0.433986261,1
46,2,6,2,0.250679829,1
1,1,7,2,0.317175193,1
2,2,7,2,0.450668233,1
3,1,7,2,0.21786707,1
4,2,7,2,0.38361126,1
5,1,7,2,0.750154141,1
6,2,7,2,0.350260401,1
7,1,7,2,0.650323005,1
8,2,7,2,0.467080577,1
9,1,7,2,0.267233444,1
10,2,7,2,,1
11,1,7,2,0.516833123,1
12,2,7,2,1.318737127,1
13,1,7,2,0.350470791,1
14,2,7,2,,1
15,1,7,2,0.288600923,1
16,2,7,2,0.394033626,1
17,1,7,2,0.242811828,1
18,2,7,2,,1
19,1,7,2,0.566139627,1
20,2,7,2,1.170498419,1
21,1,7,2,0.490770912,1
22,2,7,2,0.450301557,1
23,1,7,2,0.450367083,1
24,2,7,2,0.500149012,1
25,1,7,2,0.513798533,1
26,2,7,2,0.590129114,1
28,2,7,2,0.433740509,1
29,1,7,2,0.466984793,1
30,2,7,2,0.450281994,1
31,1,7,2,0.217282153,1
32,2,7,2,0.283752824,1
33,1,7,2,0.550424965,1
34,2,7,2,0.467046895,1
35,1,7,2,0.550391018,1
36,2,7,2,0.350482042,1
37,1,7,2,0.41710271,1
38,2,7,2,0.433864848,1
39,1,7,2,0.517066474,1
40,2,7,2,0.400420307,1
41,1,7,2,0.983636143,1
42,2,7,2,0.317041053,1
43,1,7,2,0.783786771,1
44,2,7,2,1.367145104,1
45,1,7,2,0.317032446,1
46,2,7,2,0.300405114,1
1,1,8,2,0.250484132,1
2,2,8,2,0.550378977,1
3,1,8,2,0.250644786,1
4,2,8,2,0.468559224,1
5,1,8,2,0.566952765,1
6,2,8,2,0.450256928,1
7,1,8,2,0.317035065,1
8,2,8,2,0.476010876,1
9,1,8,2,0.283845191,1
10,2,8,2,0.566866189,1
11,1,8,2,0.550556604,1
12,2,8,2,0.550213981,1
13,1,8,2,0.183926489,1
14,2,8,2,0.409499021,1
15,1,8,2,0.260317566,1
16,2,8,2,0.436085447,1
17,1,8,2,0.258296959,1
18,2,8,2,0.353895045,1
19,1,8,2,0.821148118,1
20,2,8,2,0.300171433,1
21,1,8,2,0.583956652,1
22,2,8,2,0.582582187,1
24,2,8,2,0.557095765,1
25,1,8,2,0.573855004,1
26,2,8,2,0.600308524,1
27,1,8,2,0.400357545,1
28,2,8,2,0.300493647,1
29,1,8,2,0.650296561,1
30,2,8,2,0.500499726,1
31,1,8,2,0.200378702,1
32,2,8,2,0.250463411,1
33,1,8,2,0.433719193,1
34,2,8,2,0.284051239,1
36,2,8,2,0.400020447,1
37,1,8,2,0.433598801,1
38,2,8,2,0.883517645,1
39,1,8,2,0.800381939,1
40,2,8,2,0.43360038,1
41,1,8,2,0.517115025,1
42,2,8,2,0.233803507,1
44,2,8,2,0.633580407,1
45,1,8,2,0.333629778,1
46,2,8,2,0.267044663,1
1,1,9,2,0.335511041,1
2,2,9,2,0.350679601,1
4,2,9,2,0.350121063,1
5,1,9,2,0.550140957,1
6,2,9,2,0.350337373,1
7,1,9,2,0.533536381,1
8,2,9,2,0.48286649,1
9,1,9,2,0.383829875,1
10,2,9,2,0.550289967,1
11,1,9,2,0.533916897,1
12,2,9,2,0.550297269,1
13,1,9,2,0.200172653,1
14,2,9,2,0.426702003,1
15,1,9,2,0.310269448,1
16,2,9,2,0.434447726,1
17,1,9,2,0.243629307,1
18,2,9,2,0.784916938,1
19,1,9,2,0.392253803,1
20,2,9,2,0.35049099,1
21,1,9,2,0.556270376,1
22,2,9,2,0.557079976,1
23,1,9,2,0.377070826,1
24,2,9,2,0.383399208,1
25,1,9,2,0.643746677,1
26,2,9,2,0.88030074,1
27,1,9,2,0.217119131,1
28,2,9,2,0.367137999,1
29,1,9,2,0.450386796,1
30,2,9,2,0.350360861,1
31,1,9,2,0.200525147,1
32,2,9,2,0.250463016,1
33,1,9,2,0.23350233,1
34,2,9,2,0.300401676,1
35,1,9,2,0.51718134,1
36,2,9,2,0.317055658,1
37,1,9,2,0.450156865,1
38,2,9,2,0.450418175,1
39,1,9,2,0.417090868,1
40,2,9,2,0.433743272,1
41,1,9,2,0.683800507,1
42,2,9,2,0.21698137,1
43,1,9,2,0.216972292,1
44,2,9,2,0.83380556,1
45,1,9,2,0.550481002,1
46,2,9,2,0.233790789,1
1,1,10,2,0.350962225,1
2,2,10,2,0.283785651,1
3,1,10,2,0.283744994,1
4,2,10,2,0.433724981,1
5,1,10,2,0.366900503,1
6,2,10,2,0.400300308,1
7,1,10,2,0.350467238,1
8,2,10,2,0.483835939,1
9,1,10,2,0.417336784,1
10,2,10,2,0.51723147,1
11,1,10,2,0.502431122,1
12,2,10,2,0.667094945,1
13,1,10,2,0.167021526,1
14,2,10,2,0.337152315,1
16,2,10,2,0.312402947,1
17,1,10,2,0.288471452,1
18,2,10,2,0.699138075,1
19,1,10,2,0.39376087,1
20,2,10,2,0.459010188,1
21,1,10,2,0.397952276,1
22,2,10,2,0.483763193,1
23,1,10,2,0.546786487,1
24,2,10,2,0.413805994,1
25,1,10,2,0.646604554,1
26,2,10,2,0.890519624,1
27,1,10,2,0.183508014,1
28,2,10,2,0.367049579,1
29,1,10,2,0.400531622,1
30,2,10,2,0.367044053,1
31,1,10,2,0.250767747,1
32,2,10,2,0.233683905,1
33,1,10,2,0.450214495,1
34,2,10,2,0.317084473,1
35,1,10,2,0.433752745,1
36,2,10,2,0.267040816,1
37,1,10,2,0.400674117,1
38,2,10,2,0.317061974,1
39,1,10,2,0.567122762,1
40,2,10,2,0.767131209,1
41,1,10,2,0.716812427,1
42,2,10,2,0.283705457,1
43,1,10,2,0.283673879,1
44,2,10,2,1.000422359,1
45,1,10,2,0.333702803,1
46,2,10,2,0.250428384,1
1,1,11,2,0.41704817,1
2,2,11,2,0.350736047,1
4,2,11,2,0.51674352,1
5,1,11,2,0.470146025,1
6,2,11,2,0.383699285,1
7,1,11,2,0.366941554,1
8,2,11,2,0.550587393,1
9,1,11,2,0.434134053,1
10,2,11,2,0.5007338,1
11,1,11,2,0.483794098,1
12,2,11,2,1.367234047,1
13,1,11,2,0.20032186,1
14,2,11,2,0.363403618,1
15,1,11,2,0.363787293,1
16,2,11,2,0.328020706,1
17,1,11,2,0.238788378,1
18,2,11,2,0.789847864,1
19,1,11,2,0.374758723,1
20,2,11,2,0.297846842,1
21,1,11,2,0.808285396,1
