Type,ID,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,key_resp_12.keys,key_resp_12.rt,Atests1.keys,Atests1.rt,Atests2.keys,Atests2.rt,Atests3.keys,Atests3.rt,Atests4.keys,Atests4.rt,Atests5.keys,Atests5.rt,Atests6.keys,Atests6.rt,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,expName,participant,version,Gender,frameRate
3,3,0,0,0,7,space,0.550696343,space,0.450402585,space,0.500744461,space,0.483825154,space,0.567070528,space,0.383709419,space,0.46711229,f,1,1.017491271,SPR,18,B,F,60.01473494
3,9,0,1,1,10,space,0.550528978,space,0.38378876,space,0.333731089,space,0.417214091,space,0.433857482,space,0.333789509,space,0.600603621,f,1,0.633723037,SPR,18,B,F,60.01473494
1,2,0,2,2,0,space,0.417169487,space,0.550504504,space,0.366912873,space,0.450144432,space,0.467084265,space,0.433402753,space,0.533826772,j,1,1.15051603,SPR,18,B,F,60.01473494
1,16,0,3,3,2,space,0.517214565,space,0.517283248,space,1.266766744,space,0.683853732,space,0.700398835,space,0.567086317,space,0.933746168,f,0,1.150497873,SPR,18,B,F,60.01473494
3,10,0,4,4,11,space,0.50049657,space,0.600581911,space,0.967024266,space,0.567089475,space,0.600467834,space,0.433812483,space,0.767104238,j,1,0.783932362,SPR,18,B,F,60.01473494
2,42,0,5,5,4,space,0.61710333,space,0.95037298,space,1.150454847,space,0.733919297,space,1.600486781,space,0.867152474,space,0.5504524,j,1,0.817390851,SPR,18,B,F,60.01473494
3,8,0,6,6,9,space,0.633856456,space,0.667159816,space,0.800469571,space,0.550440163,space,0.500478807,space,0.617087936,space,0.450427453,j,1,0.733837588,SPR,18,B,F,60.01473494
3,1,0,7,7,6,space,0.833904376,space,1.033640854,space,0.867004845,space,0.867073133,space,0.734042452,space,0.750467952,space,0.767136606,f,1,0.817103093,SPR,18,B,F,60.01473494
2,37,0,8,8,3,space,1.267165816,space,0.917086199,space,1.000594463,space,0.783859732,space,0.783783154,space,0.517475087,space,0.984135411,f,1,1.234010874,SPR,18,B,F,60.01473494
3,4,0,9,9,8,space,0.733779168,space,0.767155158,space,0.750430453,space,0.817041121,space,0.634024216,space,0.400515438,space,0.350457768,j,1,1.00050407,SPR,18,B,F,60.01473494
1,3,0,10,10,1,space,0.533872561,space,0.634037242,space,0.517150619,space,0.783802101,space,0.600436255,space,0.76721792,space,0.550484768,f,1,1.383754418,SPR,18,B,F,60.01473494
2,43,0,11,11,5,space,1.833789904,space,0.950502452,space,0.667117185,space,1.38384639,space,0.550602003,space,0.434041426,space,0.683811891,f,1,0.85039698,SPR,18,B,F,60.01473494
2,51,0,0,0,3,space,0.750319139,space,0.517078383,space,0.350425006,space,1.000355257,space,0.850358691,space,0.55053924,space,0.433784852,f,1,0.817120856,SPR,18,B,F,60.01473494
2,53,0,1,1,5,space,0.850541056,space,0.833923718,space,0.567062239,space,0.733805614,space,0.917125277,space,0.56721421,space,0.7838621,f,1,1.166825085,SPR,18,B,F,60.01473494
2,52,0,2,2,4,space,0.416845808,space,0.617213854,space,0.650516425,space,0.517034173,space,1.183844653,space,0.400584516,space,0.733792588,j,1,1.700682251,SPR,18,B,F,60.01473494
3,28,0,3,3,9,space,0.66722021,space,0.817210065,space,0.533739931,space,0.25045611,space,0.267099896,space,0.383785996,space,0.400526096,j,1,0.733697064,SPR,18,B,F,60.01473494
3,29,0,4,4,10,space,0.317123224,space,0.350158168,space,0.417075146,space,0.317170987,space,0.300481807,space,0.33385385,space,0.350404085,f,1,0.58375576,SPR,18,B,F,60.01473494
1,19,0,5,5,1,space,0.317225854,space,0.367195894,space,0.733879429,space,0.967207026,space,0.900634647,space,0.383887047,space,1.033785325,j,0,1.300576148,SPR,18,B,F,60.01473494
1,23,0,6,6,2,space,0.550598055,space,1.017205881,space,0.450070222,space,1.28393552,space,0.983825154,space,0.567228815,space,0.650529846,f,1,0.71726288,SPR,18,B,F,60.01473494
3,30,0,7,7,11,space,1.100439413,space,0.483819233,space,1.117177539,space,0.684015966,space,0.983868179,space,0.583511422,space,0.449566942,j,1,0.749604678,SPR,18,B,F,60.01473494
1,18,0,8,8,0,space,0.550494241,space,1.250466373,space,0.683845837,space,1.350438032,space,0.43381722,space,0.650268535,space,0.716814072,j,1,1.500427098,SPR,18,B,F,60.01473494
3,24,0,9,9,8,space,0.583926283,space,0.400474386,space,0.48381568,space,0.333951349,space,0.267178052,space,0.517106804,space,0.433550777,j,1,1.033756115,SPR,18,B,F,60.01473494
