Type,ID,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,key_resp_12.keys,key_resp_12.rt,Atests1.keys,Atests1.rt,Atests2.keys,Atests2.rt,Atests3.keys,Atests3.rt,Atests4.keys,Atests4.rt,Atests5.keys,Atests5.rt,Atests6.keys,Atests6.rt,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,expName,participant,version,Gender,frameRate
3,43,0,0,0,6,space,0.584083781,space,1.150469847,space,0.633687511,space,0.56675356,space,0.533792825,space,0.417152513,space,0.350488557,f,1,1.184071228,SPR,19,B,M,60.00748501
1,19,0,1,1,1,space,0.367170631,space,0.600079814,space,0.633465673,space,0.533816509,space,0.683888863,space,0.883896126,space,0.652800332,f,1,4.300615621,SPR,19,B,M,60.00748501
3,24,0,2,2,8,space,0.367239709,space,0.533837035,space,0.550519109,space,0.433760773,space,0.383733892,space,0.583837074,space,0.567123816,j,1,1.600441387,SPR,19,B,M,60.00748501
3,29,0,3,3,10,space,0.417208565,space,0.616809256,space,0.650411427,space,0.800466413,space,0.53374151,space,0.467142685,space,0.467084265,f,1,0.917165145,SPR,19,B,M,60.00748501
1,23,0,4,4,2,space,0.400507938,space,0.617272274,space,0.683991098,space,0.650782473,space,0.935012856,space,0.817201381,space,1.550449637,f,1,7.767262525,SPR,19,B,M,60.00748501
3,48,0,5,5,7,space,0.750185326,space,0.717192223,space,0.95049061,space,0.600498623,space,0.517258775,space,0.700500281,space,0.517061015,j,1,0.783760655,SPR,19,B,M,60.00748501
3,30,0,6,6,11,space,0.500434203,space,0.58379918,space,0.667249814,space,0.700475413,space,0.517128514,space,0.650634055,space,0.433789194,j,1,1.050495425,SPR,19,B,M,60.00748501
2,51,0,7,7,3,space,0.417228301,space,0.58376247,space,1.09993258,space,0.883914284,space,0.717176434,space,0.433825114,space,0.600466255,f,1,1.184019124,SPR,19,B,M,60.00748501
2,52,0,8,8,4,space,0.433814456,space,0.583877337,space,0.617136882,space,0.533804667,space,0.450436137,space,0.650505767,space,0.450481926,j,1,0.767117264,SPR,19,B,M,60.00748501
3,28,0,9,9,9,space,0.450476794,space,0.583984703,space,0.71713775,space,0.617205565,space,0.633821719,space,0.467227552,space,0.450458637,j,1,1.383847969,SPR,19,B,M,60.00748501
1,18,0,10,10,0,space,0.433911955,space,0.567215789,space,0.600444545,space,0.617149119,space,0.550441347,space,0.383942704,space,0.650499057,j,1,1.467136369,SPR,19,B,M,60.00748501
2,53,0,11,11,5,space,0.483907257,space,0.500449203,space,0.667056002,space,0.517151803,space,0.667046528,space,0.417145803,space,0.800511017,f,1,2.183526896,SPR,19,B,M,60.00748501
2,54,0,0,0,5,space,0.434129056,space,0.600408624,space,0.583754181,space,0.533794404,space,0.433800641,space,0.400513465,space,0.667148763,j,1,0.933827088,SPR,19,B,M,60.00748501
3,63,0,1,1,10,space,0.417264222,space,0.550063196,space,1.017117461,space,0.467157684,space,0.43351762,space,0.500478018,space,0.383770207,f,1,1.050508846,SPR,19,B,M,60.00748501
2,48,0,2,2,3,space,0.400515044,space,0.617170829,space,0.73383364,space,0.600059683,space,0.433798273,space,0.467276103,space,0.900522543,j,1,0.950403769,SPR,19,B,M,60.00748501
3,15,0,3,3,7,space,0.39982624,space,0.584032466,space,0.567119869,space,0.483168323,space,0.451043626,space,0.417160803,space,0.483767523,f,1,0.817152829,SPR,19,B,M,60.00748501
3,33,0,4,4,8,space,0.383847969,space,0.467103606,space,0.400481492,space,0.500500912,space,0.450503636,space,0.400475176,space,0.450500083,f,1,0.783992756,SPR,19,B,M,60.00748501
3,35,0,5,5,9,space,0.350488557,space,0.517128119,space,0.550406217,space,0.717215512,space,1.450524162,space,0.383782049,space,0.517159697,f,1,0.81715954,SPR,19,B,M,60.00748501
1,17,0,6,6,0,space,0.383999151,space,0.533772299,space,0.483718182,space,0.483819627,space,0.417206591,space,0.467211762,space,0.767107396,f,1,1.133759352,SPR,19,B,M,60.00748501
1,25,0,7,7,2,space,0.317099935,space,0.467325445,space,0.667223762,space,0.517167987,space,0.517100883,space,0.433902086,space,0.733764168,f,1,1.250574924,SPR,19,B,M,60.00748501
2,34,0,8,8,1,space,0.35063066,space,0.567143948,space,0.483850811,space,0.467093343,space,0.417149356,space,0.417208565,space,0.600172971,j,1,0.833728721,SPR,19,B,M,60.00748501
3,65,0,9,9,11,space,0.317178881,space,1.533918349,space,0.467163605,space,0.500479202,space,0.350492504,space,0.367004055,space,0.650370375,f,1,0.767204499,SPR,19,B,M,60.00748501
1,33,0,10,10,4,space,0.383850337,space,0.533403227,space,0.450435348,space,0.483852785,space,0.483853574,space,0.383797049,space,0.500510386,f,1,1.017266275,SPR,19,B,M,60.00748501
3,14,0,11,11,6,space,0.367171421,space,1.10071454,space,0.450462979,space,0.483710682,space,0.417147382,space,0.400473597,space,0.35048461,j,1,0.950452716,SPR,19,B,M,60.00748501
1,26,0,0,0,0,space,0.333875561,space,0.51713404,space,0.683875837,space,0.500401835,space,1.817078225,space,1.550523451,space,0.733937849,j,1,1.184767926,SPR,19,B,M,60.00748501
3,20,0,1,1,9,space,0.333843982,space,0.533687038,space,0.600453624,space,0.5504524,space,0.500663146,space,0.384091517,space,0.583949178,j,1,0.917047515,SPR,19,B,M,60.00748501
1,32,0,2,2,2,space,0.450693896,space,0.950551003,space,0.550560951,space,0.500435782,space,1.583877337,space,0.600538096,space,0.950508767,j,1,0.800036552,SPR,19,B,M,60.00748501
3,40,0,3,3,7,space,0.400380835,space,0.567170395,space,0.483806207,space,0.467258735,space,0.383763102,space,0.46710558,space,0.450467715,j,1,2.250679133,SPR,19,B,M,60.00748501
3,55,0,4,4,10,space,0.383939941,space,0.483754497,space,0.550361217,space,0.43407261,space,0.433759589,space,0.433924191,space,0.383778497,f,1,0.833879113,SPR,19,B,M,60.00748501
2,62,0,5,5,4,space,0.467267814,space,0.550441347,space,0.600577174,space,0.582980116,space,0.501404449,space,0.367253919,space,0.633787773,j,1,3.384135332,SPR,19,B,M,60.00748501
3,16,0,6,6,8,space,0.367211289,space,0.500596042,space,0.467191631,space,0.450451137,space,0.400588069,space,0.417418561,space,0.433852745,j,1,1.800642068,SPR,19,B,M,60.00748501
2,63,0,7,7,5,space,0.333838851,space,0.683472818,space,0.467197552,space,0.483679498,space,0.533766378,space,0.350754605,space,0.650552346,f,1,2.667382838,SPR,19,B,M,60.00748501
3,60,0,8,8,11,space,0.317161118,space,0.467135185,space,0.417201855,space,0.466837558,space,0.433818009,space,0.416938965,space,0.517109172,j,1,0.93386064,SPR,19,B,M,60.00748501
2,57,0,9,9,3,space,0.350410006,space,0.567184605,space,0.567258814,space,0.467242157,space,0.417055015,space,0.350575398,space,0.56663593,f,1,1.217075778,SPR,19,B,M,60.00748501
3,39,0,10,10,6,space,0.550508057,space,0.400556095,space,0.517125751,space,0.46703216,space,0.450275482,space,0.467038081,space,0.383885074,f,1,1.3838756,SPR,19,B,M,60.00748501
1,30,0,11,11,1,space,0.383949415,space,0.767151605,space,0.517192855,space,0.533933349,space,0.483720155,space,0.400813065,space,0.567190131,j,1,1.200405545,SPR,19,B,M,60.00748501
1,3,0,0,0,1,space,0.300705224,space,0.633840667,space,0.55049661,space,0.567114738,space,0.467313603,space,0.350514215,space,0.500462229,f,1,1.450062723,SPR,19,B,M,60.00748501
1,16,0,1,1,2,space,0.350559609,space,1.033770326,space,0.533387043,space,0.433739458,space,0.433823535,space,0.383892179,space,0.900426229,f,0,1.433739063,SPR,19,B,M,60.00748501
3,4,0,2,2,8,space,0.367213262,space,0.517109567,space,0.68383439,space,0.500532885,space,0.500536833,space,0.683869127,space,0.550570819,j,1,1.333646223,SPR,19,B,M,60.00748501
