Sentences,Question,word5,word4,word6,word1,word3,Ans,word2,lenth,Type,ID,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,key_resp_12.keys,key_resp_12.rt,Atests1.keys,Atests1.rt,Atests2.keys,Atests2.rt,Atests3.keys,Atests3.rt,Atests4.keys,Atests4.rt,Atests5.keys,Atests5.rt,Atests6.keys,Atests6.rt,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,expName,participant,version,Grade,Gender,frameRate,session,date,
今天爸爸買了一籃新鮮的水果,爸爸今天買了水果？,的,新鮮,各種水果,今天,買了,f,爸爸,13,3,27,0,0,0,18,space,0.467584643229,space,0.517183640317,space,0.500714060719,space,0.500577090534,space,0.450465343391,space,0.484072774983,space,0.48391488428,f,1,0.666571537513,SPR,zhou,A,,male,59.9219457758,001,2016_04_26_1004,
小林支持的研究員分析了案例,小林不懂分析案例？,分析了,研究員,案例,小林,的,j,支持,13,2,64,0,1,1,15,space,0.583706547484,space,0.483977645839,space,0.533914134299,space,0.583899174148,space,0.767091866335,space,0.467253072748,space,0.50063353646,j,1,2.61767318045,SPR,zhou,A,,male,59.9219457758,001,2016_04_26_1004,
代理商詆毀的律師吃上了官司,律師碰上了官司？,吃上了,律師,官司,代理商,的,f,詆毀,13,2,61,0,2,2,12,space,0.450567577616,space,0.383781387689,space,0.534008868723,space,0.533956370062,space,0.833544512148,space,0.46727991417,space,0.767840663015,f,1,1.73415902279,SPR,zhou,A,,male,59.9219457758,001,2016_04_26_1004,
空服員侮辱的旅客拿出了凶器,空服員把凶器藏了起來？,拿出了,旅客,凶器,空服員,的,j,侮辱,13,2,58,0,3,3,9,space,0.383701652878,space,0.40076845407,space,0.467339517912,space,0.451443081583,space,0.700745796748,space,0.516717862723,space,0.484003697798,j,1,1.50106576227,SPR,zhou,A,,male,59.9219457758,001,2016_04_26_1004,
協助叔叔的警察破了大案件,警察偵破了大案件？,破了,警察,大案件,協助,的,f,叔叔,12,1,31,0,4,4,6,space,0.400537144182,space,0.433899055737,space,0.501004184895,space,0.484259875469,space,0.639868666512,space,0.95208964403,space,0.700643957243,f,1,0.701026447488,SPR,zhou,A,,male,59.9219457758,001,2016_04_26_1004,
他一邊寫作業一邊看著電視,他不能同時做兩件事？,看著,一邊,電視,他,寫作業,j,一邊,12,3,26,0,5,5,17,space,0.500942212784,space,0.417371056581,space,0.45095638348,space,0.450661522591,space,0.434146549422,space,0.483674890405,space,0.417545525808,j,1,1.28434418911,SPR,zhou,A,,male,59.9219457758,001,2016_04_26_1004,
弟弟花光了所有的零花錢,弟弟存了些零花錢？,的,所有,零花錢,弟弟,光了,j,花,11,3,30,0,6,6,21,space,0.417237244204,space,0.383894279541,space,0.450178771753,space,0.433765243361,space,0.51705535411,space,0.467464646295,space,0.500738928509,j,1,1.56746235688,SPR,zhou,A,,male,59.9219457758,001,2016_04_26_1004,
惹怒上尉的服務員扔了盤子,盤子是上尉扔的？,扔了,服務員,盤子,惹怒,的,j,上尉,12,1,30,0,7,7,5,space,0.384053749149,space,0.434804558936,space,0.533946107164,space,0.450601129392,space,0.500443672885,space,0.484266191103,space,0.567422489483,j,1,1.31773254735,SPR,zhou,A,,male,59.9219457758,001,2016_04_26_1004,
孩子們快樂地享受著陽光,孩子們喜歡陽光？,著,享受,陽光,孩子們,的,f,快樂,11,3,31,0,8,8,22,space,0.367187469164,space,0.433932212785,space,0.45099111944,space,0.517441791613,space,0.483852912177,space,0.417340267893,space,0.434093261305,f,1,1.75123095542,SPR,zhou,A,,male,59.9219457758,001,2016_04_26_1004,
批評小吳的評論家說了粗話,評論家說了粗話？,說了,評論家,粗話,批評,的,f,小吳,12,1,29,0,9,9,4,space,0.500686824576,space,0.667373227581,space,0.467415700172,space,0.484637234258,space,0.451116642551,space,0.434049446631,space,0.434221547504,f,1,1.03415768071,SPR,zhou,A,,male,59.9219457758,001,2016_04_26_1004,
